Simulation_ID-0_NAME-TEST
Particle Count: 9
0.0,0.0,0.0_0.0,0.0,0.0_1836.15_1;1.0,0.0,0.0_0.0,0.0,0.0_1836.15_1;0.0,0.0,1.0_0.0,0.0,0.0_1836.15_1;0.0,2.0,0.0_0.0,0.0,0.0_1836.15_1;3.0,1.5,4.0_0.0,0.0,0.0_1836.15_1;-0.67,1.0,0.0_0.0,0.0,0.0_1836.15_-1;0.0,-1.0,0.0_0.0,0.0,0.0_1836.15_-1;1.0,3.0,0.0_0.0,0.0,0.0_1836.15_-1;-2.0,0.0,1.0_0.0,0.0,0.0_1836.15_-1;
-0.8700029737622115,-0.31091881615427935,-0.6630883564966339_-0.012788216666680239,-0.006727481989892618,-0.009632307070883505_1836.15_1;0.982416040294794,0.08209449956424122,-0.31717035658178305_-0.005527847624134337,0.008399750919285099,8.346371685737904E-4_1836.15_1;-1.2256508819625707,-0.017211142720962594,1.2552544044701686_-0.0359145863869531,0.029883051484428713,0.019164153728033605_1836.15_1;-8.944025367221851,5.105796612562973,2.176286002863962_-0.2369077839765117,0.07525063751141033,0.05555524927458248_1836.15_1;3.019481269032384,1.5721377983570586,4.038473455970084_1.5411467660101058E-4,7.305040103178934E-4,-2.5667534138166738E-5_1836.15_1;1.1907651979870084,1.3172691610146623,0.3185783674484206_0.015964327749445666,0.0034041602354028043,0.002665062428076109_1836.15_-1;0.010884996245146952,0.04299837722306358,0.12429180536361488_0.007442684951364591,0.005397176260224769,0.003670589783813265_1836.15_-1;9.424040182400953,-1.2241744341107677,-2.134107198689144_0.23466463850416258,-0.08710720481049102,-0.05503406045058544_1836.15_-1;-1.2579084630136579,-0.06799205573598627,1.2014818756513088_0.03291266877270525,-0.029230593620685964,-0.017197657327472207_1836.15_-1;
-0.8827103989498306,-0.3175944923148026,-0.6726097429480642_-0.012707425187619113,-0.006675676160523216,-0.009521386451430268_1836.15_1;0.9767625330058234,0.0906165201130576,-0.3161725209994403_-0.005653507288970629,0.008522020548816367,9.978355823427488E-4_1836.15_1;-1.2782337198008311,-0.013627610833452205,1.2465538397284666_-0.05258283783826035,0.003583531887510389,-0.00870056474170201_1836.15_1;-9.18093389790393,5.18104786598026,2.2318411687923105_-0.23690853068207876,0.07525125341728796,0.05555516592834852_1836.15_1;3.019634923213842,1.5728680688835068,4.038438415949671_1.536541814584903E-4,7.302705264482434E-4,-3.5040020411932E-5_1836.15_1;1.2067450020636157,1.3205996442111552,0.32119513399848054_0.015979804076607314,0.003330483196492778,0.002616766550059953_1836.15_-1;0.018360974217700783,0.0482955172261645,0.12775046272545884_0.007475977972553833,0.005297140003100922,0.0034586573618439705_1836.15_-1;9.658701992991599,-1.3112810511835542,-2.18913951955857_0.23466181059064672,-0.08710661707278665,-0.05503232086942582_1836.15_-1;-1.2083274088379956,-0.07092446208233304,1.2121427623116836_0.04958105417566225,-0.0029324063463467714,0.010660886660374767_1836.15_-1;
-0.895337965137363,-0.32422079999936304,-0.6820249381318914_-0.012627566187532366,-0.006626307684560443,-0.009415195183827154_1836.15_1;0.9709794789351114,0.09925952820520846,-0.31500548076073087_-0.005783054070711967,0.00864300809215087,0.0011670402387094277_1836.15_1;-1.309725194233257,-0.027268747062653233,1.2275070370510348_-0.03149147443242595,-0.01364113622920103,-0.0190468026774318_1836.15_1;-9.417843210101033,5.256299758360044,2.28739628044943_-0.23690931219710276,0.07525189237978443,0.05555511165711962_1836.15_1;3.019787780035807,1.5735979793700252,4.0383937483951335_1.5285682196504184E-4,7.299104865184646E-4,-4.466755453810475E-5_1836.15_1;1.2227397986886435,1.3238579151373506,0.3237625728116942_0.01599479662502768,0.003258270926195363,0.0025674388132136644_1836.15_-1;0.025881554177248307,0.05349659684705331,0.13099053059610344_0.007520579959547526,0.005201079620888808,0.003240067870644595_1836.15_-1;9.893361129294778,-1.3983870960520906,-2.244170226065595_0.23465913630317836,-0.08710604486853635,-0.055030706507025275_1836.15_-1;-1.1798433716599415,-0.056635134805573126,1.2331504756548186_0.02848403717805415,0.014289327276759908,0.021007713343134955_1836.15_-1;
-0.9078872154553042,-0.3307993655144727,-0.6913411412574005_-0.012549250317941223,-0.006578565515109673,-0.009316203125509228_1836.15_1;0.9650637661180405,0.10802261452362626,-0.31366388345061_-0.0059157128170709014,0.008763086318417794,0.0013415973101208287_1836.15_1;-1.3262297805964292,-0.044265535138862694,1.2091243074156695_-0.01650458636317211,-0.016996788076209458,-0.01838272963536531_1836.15_1;-9.65475330403711,5.331552290246284,2.342951364578657_-0.23691009393607637,0.07525253188623955,0.05555508412922679_1836.15_1;3.019939487843815,1.5743274817021053,4.038339262595064_1.517078080079535E-4,7.295023320800501E-4,-5.448580006977977E-5_1836.15_1;1.2387488087134035,1.3270447051374734,0.32627975977680573_0.016009010024760066,0.0031867900001228133,0.0025171869651115543_1836.15_-1;0.03345476872076127,0.058603290859983614,0.13400867508805242_0.0075732145435129655,0.005106694012930304,0.003018144491948971_1836.15_-1;10.128017717408609,-1.4854925881642553,-2.299199428817425_0.23465658811383158,-0.08710549211216469,-0.055029202751829924_1836.15_-1;-1.1663542487157939,-0.0389928936518798,1.2535010840711847_0.013489122944147716,0.01764224115369333,0.020350608416366035_1836.15_-1;
-0.9203604418555023,-0.3373316177369453,-0.7005658019074654_-0.012473226400198113,-0.006532252222472612,-0.009224660650064883_1836.15_1;0.9590124827991421,0.11690482142767024,-0.31214282909619057_-0.0060512833188983975,0.008882206904043982,0.001521054354419458_1836.15_1;-1.3331701341733224,-0.06092599159409727,1.1934008435131798_-0.00694035357689324,-0.016660456455234573,-0.015723463902489767_1836.15_1;-9.891664167021474,5.406805449340805,2.398506441887364_-0.23691086298436534,0.07525315909452038,0.05555507730870715_1836.15_1;3.0200897448794723,1.5750565734477733,4.038274822113973_1.5025703565742143E-4,7.290917456679232E-4,-6.444048109059859E-5_1836.15_1;1.2547709442200576,1.3301603933202202,0.3287460624380787_0.01602213550665409,0.0031156881827467705,0.0024663026612729653_1836.15_-1;0.041087609720622524,0.06361679249011613,0.1368035710299406_0.007632840999861249,0.005013501630132515,0.0027948959418881785_1836.15_-1;10.362671867392601,-1.5725975464479167,-2.354227225106226_0.2346541499839926,-0.08710495828366127,-0.05502779628880093_1836.15_-1;-1.1624379059616043,-0.021688874247622916,1.271204115127343_0.003916342754189436,0.017304019404256885,0.017703031056158367_1836.15_-1;
-0.9327604217417457,-0.34381894263538587,-0.7097060239854823_-0.012399979886243369,-0.006487324898440555,-0.009140222078016881_1836.15_1;0.9528226748752642,0.12590500986539582,-0.3104376608040935_-0.006189807923877857,0.00900018843772559,0.0017051682920970505_1836.15_1;-1.3334619005509705,-0.07604639307044463,1.1807054367596854_-2.9176637764802976E-4,-0.015120401476347356,-0.012695406753494325_1836.15_1;-10.128575781514803,5.482059216903663,2.454061527977406_-0.23691161449332912,0.07525376756285777,0.055555086090042186_1836.15_1;3.0202383001637867,1.5757852779877177,4.038200326267664_1.4855528431431417E-4,7.287045399444237E-4,-7.449584630838329E-5_1836.15_1;1.2708048820073206,1.3332051980919057,0.3311611063601966_0.016033937787263013,0.0030448047716854837,0.002415043922117912_1836.15_-1;0.048786784911201975,0.06853835230570865,0.13937492190531092_0.00769917519057945,0.00492155981559252,0.00257135087537032_1836.15_-1;10.597323678912055,-1.6597019886252709,-2.409253701576406_0.23465181151945333,-0.08710444217735415,-0.055026476470179934_1836.15_-1;-1.1651782170621163,-0.005925730823286644,1.285894067095715_-0.002740311100512068,0.01576314342433627,0.014689951968371997_1836.15_-1;
-0.9450902477437207,-0.35026272720883556,-0.7187683854565636_-0.012329826001975087,-0.006443784573449661,-0.009062361471081257_1836.15_1;0.9464912279657104,0.1350218022375102,-0.3085438414508522_-0.006331446909553814,0.009116792372114373,0.0018938193532413673_1836.15_1;-1.3287915965982127,-0.08909549884849682,1.171103471969556_0.004670303952757714,-0.01304910577805219,-0.009601964790129307_1836.15_1;-10.365488128316672,5.557313570973485,2.5096166344220325_-0.23691234680186918,0.0752543540698226,0.05555510644462646_1836.15_1;3.0203849488321652,1.5765136346800728,4.038115699488245_1.4664866837855092E-4,7.283566923550566E-4,-8.462677942005259E-5_1836.15_1;1.2868491139390754,1.3361792689123382,0.3335247374947736_0.01604423193175487,0.0029740708204324374,0.0023636311345770723_1836.15_-1;0.05655901903008434,0.07336947013794333,0.14172294677943564_0.007772234118882369,0.00483111783223468,0.0023480248741247116_1836.15_-1;10.831973243983114,-1.7468059311629907,-2.464278936102396_0.23464956507105966,-0.0871039425377197,-0.055025234525989765_1836.15_-1;-1.1728875810915518,0.007766410278975762,1.2975076728557657_-0.007709364029435393,0.013692141102262407,0.011613605760050707_1836.15_-1;
-0.9573532266553973,-0.3566643751320746,-0.7277588718208758_-0.012262978911676657,-0.006401647923239074,-0.008990486364312258_1836.15_1;0.9400147927501132,0.1442535458987826,-0.3064568740404791_-0.006476435215597131,0.00923174366127238,0.002086967410373045_1836.15_1;-1.32023783004022,-0.0997376245403864,1.1646340290473336_0.008553766557992675,-0.010642125691889569,-0.006469442922222467_1836.15_1;-10.602401188033303,5.632568488102665,2.565171769606684_-0.23691305971663157,0.07525491712917988,0.055555135184651695_1836.15_1;3.020529528291974,1.5772416933505367,4.038020885118195_1.4457945980880438E-4,7.280586704638226E-4,-9.481437004958019E-5_1836.15_1;1.3029019806102646,1.339082737811201,0.3358369951272001_0.016052866671189114,0.0029034688988626932,0.0023122576324264878_1836.15_-1;0.06441120904315514,0.07811198540540895,0.14384808956790615_0.0078521900130708,0.004742515267465628,0.002125142788470516_1836.15_-1;11.066620648537317,-1.8339093893380702,-2.5193029991291422_0.23464740455420224,-0.08710345817507965,-0.05502406302674656_1836.15_-1;-1.1844859145039104,0.019052938441939636,1.3060069765231748_-0.011598333412358651,0.011286528162963872,0.008499303667409069_1836.15_-1;
-0.9695528162756547,-0.3630253147388198,-0.7366828425422278_-0.01219958962025736,-0.0063609396067452265,-0.008923970721351943_1836.15_1;0.9333897263121148,0.15359828148739244,-0.30417224355905015_-0.006625066437998483,0.009344735588609846,0.0022846304814289685_1836.15_1;-1.3085647958340618,-0.10766820886112918,1.1613860130725002_0.011673034206158239,-0.007930584320742784,-0.0032480159748332986_1836.15_1;-10.83931494184214,5.707823944357473,2.6207269393615737_-0.23691375380883709,0.0752554562548088,0.055555169754889715_1836.15_1;3.0206719156532964,1.5779695107777327,4.037915841516351_1.4238736132252214E-4,7.278174271961396E-4,-1.0504360184441269E-4_1836.15_1;1.318961695429254,1.3419157527540486,0.33809809328865353_0.016059714818989268,0.0028330149428477526,0.0022610981614534335_1836.15_-1;0.0723505274130167,0.08276813595827329,0.14575083780154408_0.007939318369861559,0.004656150552864341,0.0019027482336379112_1836.15_-1;11.301265973439493,-1.9210123773182382,-2.5743259546835593_0.23464532490217657,-0.0871029879801678,-0.0550229555544169_1836.15_-1;-1.199207284295326,0.027630275583268554,1.3113033157442113_-0.014721369791415632,0.00857733714132892,0.005296339221036482_1836.15_-1;
-0.9816925820500825,-0.3693470055925143,-0.745545003494377_-0.012139765774427751,-0.006321690853694479,-0.008862160952149188_1836.15_1;0.9266120381815077,0.1630537099496156,-0.3016853693894541_-0.006777688130607131,0.009455428462223163,0.0024868741695960313_1836.15_1;-1.2943838585337937,-0.11253201517321801,1.1615324395909812_0.014180937300268055,-0.004863806312088818,1.4642651848099974E-4_1836.15_1;-11.076229371942825,5.783079915924789,2.6762821474394056_-0.2369144301006836,0.07525597156731602,0.0555552080778318_1836.15_1;3.020812026256133,1.5786971481434136,4.037800539416946_1.401106028367794E-4,7.276373656808562E-4,-1.1530209940494981E-4_1836.15_1;1.3350263630759729,1.3446785022326564,0.3403084082517427_0.016064667646718968,0.0027627494786077534,0.0022103149630891433_1836.15_-1;0.08038450933731041,0.0873406113730927,0.14743159784967685_0.008033981924293707,0.004572475414819408,0.0016807600481327735_1836.15_-1;11.535909295225304,-2.008114908234016,-2.6293478611728114_0.2346433217858106,-0.08710253091577795,-0.055021906489251975_1836.15_-1;-1.2164384195495361,0.0331440413761826,1.3132231015078866_-0.017231135254209988,0.005513765792914046,0.0019197857636753211_1836.15_-1;
-0.9937761628859482,-0.37563094603436814,-0.7543493736771096_-0.01208358083586571,-0.006283940441853797,-0.008804370182732595_1836.15_1;0.9196773348434809,0.17261715469667152,-0.2989915619643789_-0.006934703338026802,0.009563444747055921,0.0026938074250751737_1836.15_1;-1.2782718109807065,-0.11385493961888901,1.165363431312074_0.016112047553087063,-0.0013229244456709963,0.0038309917210928007_1836.15_1;-11.313144461874074,5.85833637949914,2.731837395878867_-0.23691508993124974,0.07525646357435076,0.055555248439461684_1836.15_1;3.0209498131471224,1.5794246688927955,4.037674959955037_1.377868909894156E-4,7.275207493819557E-4,-1.2557946190881964E-4_1836.15_1;1.3510939946153309,1.3473712359807886,0.34246847059981544_0.016067631539358054,0.002692733748132272,0.0021600623480727446_1836.15_-1;0.08852114226734659,0.09183261389115063,0.14889059754234774_0.008136632930036173,0.00449200251805794,0.0014589996926708919_1836.15_-1;11.770550686690349,-2.095216994236891,-2.6843687720362808_0.23464139146504503,-0.08710208600287461,-0.05502091086346943_1836.15_-1;-1.23560053582291,0.03512082692960315,1.311474852389624_-0.019162116273373893,0.0019767855534205537,-0.0017482491182624997_1836.15_-1;
-1.0058072387590091,-0.38187868323260415,-0.7630992381711117_-0.012031075873060891,-0.006247737198236038,-0.008749864494002089_1836.15_1;0.9125807576973832,0.1822855155776299,-0.29608597879151116_-0.007096577146097684,0.009668360880958373,0.0029055831728677707_1836.15_1;-1.260906275723508,-0.1109536148985379,1.1733356343053216_0.017365535257198424,0.0029013247203511076,0.007972202993247744_1836.15_1;-11.550060196801837,5.933593312551532,2.7873926852826694_-0.23691573492776288,0.075256933052392,0.05555528940380222_1836.15_1;3.0210852674589863,1.5801521365917026,4.0375390929411905_1.3545431186388562E-4,7.27467698907028E-4,-1.3586701384636654E-4_1836.15_1;1.3671625208625582,1.3499942853172715,0.344578960975826_0.016068526247227332,0.0026230493364829874,0.002110490376010598_1836.15_-1;0.0967689717131799,0.09624793737199316,0.1501277956469521_0.008247829445833316,0.004415323480842535,0.001237198104604371_1836.15_-1;12.005190217411812,-2.182318646541978,-2.739388736294046_0.2346395307214632,-0.08710165230508743,-0.055019964257765445_1836.15_-1;-1.2560140238595752,0.03287775726299258,1.3055997841047051_-0.020413488036665085,-0.0022430696666105726,-0.005875068284918855_1836.15_-1;
-1.0177894927513251,-0.3880918277334537,-0.7717970777869825_-0.011982253992316063,-0.006213144500849524,-0.008697839615870749_1836.15_1;0.9053169083690054,0.1920552101916013,-0.29296357415371305_-0.007263849328377899,0.009769694613971404,0.003122404637798107_1836.15_1;-1.2433107806436754,-0.10278186866346542,1.1861529567628675_0.017595495079832702,0.008171746235072481,0.012817322457545858_1836.15_1;-11.786976563870086,6.008850693555463,2.8429480150323627_-0.2369163670682483,0.0752573810039305,0.055555329749693405_1836.15_1;3.0212184197225254,1.5808796122925346,4.037392934919648_1.3315226353923312E-4,7.274757008319481E-4,-1.461580215429254E-4_1836.15_1;1.3832298056935919,1.352548086988659,0.34664070885931403_0.01606728483103369,0.0025538016713875,0.0020617478834879916_1836.15_-1;0.10513724023353273,0.10059107691745352,0.15114277642849822_0.008368268520352823,0.004343139545460355,0.001014980781546118_1836.15_-1;12.23982795427234,-2.2694198754543007,-2.7944077990252545_0.23463773686052722,-0.08710122891232244,-0.05501906273120857_1836.15_-1;-1.2766534910259189,0.025368891905510352,1.2948910589632558_-0.020639467166343777,-0.007508865357482228,-0.010708725141449273_1836.15_-1;
-1.0297265552373869,-0.39427207639598955,-0.7804444595395897_-0.011937062486061648,-0.006180248662535863,-0.00864738175260722_1836.15_1;0.8978797511665558,0.20192209499847102,-0.2896190322757972_-0.007437157202449485,0.009866884806869718,0.003344541877915802_1836.15_1;-1.2274681393657032,-0.08764739507456197,1.204877145917846_0.015842641277972143,0.015134473588903454,0.018724189154978428_1836.15_1;-12.023893552742466,6.084108502257613,2.898503383464562_-0.23691698887238088,0.07525780870215021,0.05555536843219954_1836.15_1;3.021349342093048,1.581607150529293,4.03723648614632_1.3092237052272758E-4,7.2753823675836E-4,-1.5644877332810325E-4_1836.15_1;1.3992936623817347,1.3550332170157138,0.34865469321771575_0.016063856688142718,0.002485130027054666,0.0020139843584017383_1836.15_-1;0.11363608811506837,0.10486738972478014,0.15193459293883183_0.008498847881535647,0.004276312807326623,7.918165103336163E-4_1836.15_-1;12.474463962080726,-2.356520690379435,-2.849426001815078_0.23463600780838728,-0.08710081492513432,-0.055018202789823584_1836.15_-1;-1.2955345584915878,0.01090180732411753,1.2782831919451856_-0.018881067465668883,-0.014467084581392823,-0.016607867018070262_1836.15_-1;
-1.0416218986354857,-0.4004212521788351,-0.7890418595400289_-0.011895343398098782,-0.006149175782845549,-0.00859740000043917_1836.15_1;0.8902624714724825,0.2118813518057144,-0.2860466587089404_-0.007617279694073364,0.00995925680724339,0.00357237356685681_1836.15_1;-1.2182596471572986,-0.06280702081893068,1.2308307211488454_0.009208492208404497,0.024840374255631292,0.025953575230999417_1836.15_1;-12.260811156593583,6.159366720168261,2.954058788063676_-0.2369176038511159,0.07525821791064866,0.055555404599113616_1836.15_1;3.0214781507605566,1.5823347918317536,4.037069744195976_1.288086675084674E-4,7.276413024606569E-4,-1.6674195034361542E-4_1836.15_1;1.4153518813960944,1.3574504491131143,0.3506220405257333_0.016058219014359568,0.0024172320974004883,0.0019673473080175524_1836.15_-1;0.1222768743439863,0.10908334551030557,0.15250147291919_0.008640786228917941,0.004215955785525429,5.668799803581893E-4_1836.15_-1;12.70909830448037,-2.443621099831683,-2.9044433832495202_0.23463434239964445,-0.08710040945224812,-0.05501738143444201_1836.15_-1;-1.3077749800671352,-0.013267285599698688,1.2544491346450648_-0.012240421575547295,-0.024169092923816218,-0.023834057300120844_1836.15_-1;
-1.0534785736403973,-0.4065413779624569,-0.7975883879365253_-0.011856675004911645,-0.006120125783621757,-0.008546528396496354_1836.15_1;0.882457240440566,0.22192731274941105,-0.28224014973416417_-0.007805231031916584,0.01004596094369664,0.003806508974776247_1836.15_1;-1.23005631613996,-0.026289153603808568,1.2623562817630867_-0.011796668982661448,0.03651786721512211,0.03152556061424128_1836.15_1;-12.497729374172144,6.234625331794623,3.0096142258935643_-0.23691821757856063,0.07525861162636203,0.05555543782988818_1836.15_1;3.0216050029455075,1.5830625455822056,4.036892686395443_1.2685218495076943E-4,7.277537504519054E-4,-1.7705780053325798E-4_1836.15_1;1.431402300101676,1.3598008767969259,0.35254399725119917_0.01605041870558169,0.00235042768381165,0.0019219567254658608_1836.15_-1;0.13107274747121506,0.1132469317948386,0.15284012501375843_0.008795873127228737,0.0041635862845330355,3.386520945684203E-4_1836.15_-1;12.943731045635435,-2.530721111535678,-2.9594599797205348_0.23463274115506372,-0.08710001170399446,-0.055016596471014555_1836.15_-1;-1.2990040726419103,-0.049111355616059824,1.225041201074169_0.008770907425224963,-0.03584407001636113,-0.029407933570895863_1836.15_-1;
-1.0652983522129211,-0.4126347686980934,-0.8060817274099245_-0.011819778572523736,-0.006093390735636514,-0.008493339473399152_1836.15_1;0.874454818207603,0.2320532412831164,-0.2781919554591142_-0.008002422232962988,0.01012592853370536,0.004048194275049984_1836.15_1;-1.2762926232337093,-0.0011646444852563692,1.275230804352778_-0.04623630709374915,0.0251245091185522,0.012874522589691344_1836.15_1;-12.734648213821579,6.30988432839438,3.0651696954662375_-0.2369188396494348,0.07525899659975692,0.055555469572673384_1836.15_1;3.021730048273376,1.583790345584865,4.0367052111344375_1.250453278686131E-4,7.278000026593723E-4,-1.8747526100500295E-4_1836.15_1;1.4474430425446252,1.3620861884194122,0.3544217423567148_0.01604074244294916,0.0022853116224862877,0.0018777451055156246_1836.15_-1;0.14003956558130118,0.11736809538883582,0.1529437806026754_0.008966818110086127,0.004121163593997211,1.0365558891697261E-4_1836.15_-1;13.178362253718433,-2.6178207333146237,-3.0144758276485293_0.23463120808299825,-0.08709962177894583,-0.05501584792799473_1836.15_-1;-1.2557905390571422,-0.07356205257263482,1.2142782766047204_0.04321353358476804,-0.024450696956574997,-0.010762924469448468_1836.15_-1;
-1.07708049761419,-0.418703502553476,-0.8145214188058761_-0.011782145401268724,-0.006068733855382573,-0.008439691395951637_1836.15_1;0.8662449228465805,0.24225192649832705,-0.2738925338705537_-0.008209895361022427,0.010198685215210631,0.004299421588560501_1836.15_1;-1.316334600108148,0.002269556886161067,1.2698420831579382_-0.0400419768744386,0.0034342013714174363,-0.005388721194839824_1836.15_1;-12.971567687126457,6.385143711265493,3.120725202021609_-0.2369194733048778,0.07525938287111215,0.05555550655537131_1836.15_1;3.0218532198188557,1.584518034714627,4.0365070567923516_1.2317154547951794E-4,7.276891297620226E-4,-1.9815434208622344E-4_1836.15_1;1.4634729378894475,1.3643085854593404,0.35625577506333844_0.01602989534482233,0.002222397039928153,0.001834032706623615_1836.15_-1;0.14919411630521437,0.12145649487916962,0.15280041114923337_0.009154550723913192,0.004088399490333804,-1.433694534420335E-4_1836.15_-1;13.412991998904168,-2.7049199768252574,-3.0694909672534716_0.23462974518573565,-0.08709924351063354,-0.055015139604942094_1836.15_-1;-1.2187744109154859,-0.0763248303243829,1.2217743917454267_0.03701612814165636,-0.002762777751748095,0.007496115140706351_1836.15_-1;
-1.0888242006738167,-0.42474902835392253,-0.8229098291137389_-0.011743703059626727,-0.006045525800446537,-0.008388410307862732_1836.15_1;0.8578171976613578,0.2525161873839688,-0.26933187947473_-0.008427725185222718,0.010264260885641757,0.004560654395823698_1836.15_1;-1.3453375340173541,-0.003133562065930264,1.259054394094407_-0.029002933909206118,-0.005403118952091331,-0.010787689063531222_1836.15_1;-13.208487794284755,6.460403479625664,3.1762807527115924_-0.23692010715829723,0.07525976836017062,0.055555550689983406_1836.15_1;3.021974340638141,1.5852454957498028,4.036297963572563_1.2112081928541538E-4,7.274610351757192E-4,-2.0909321978787796E-4_1836.15_1;1.479490899944798,1.366469930004961,0.35804638164404823_0.01601796205535036,0.0021613445456204914,0.0017906065807098046_1836.15_-1;0.15855126386670948,0.1255199260479273,0.15239815960476077_0.009357147561495124,0.004063431168757681,-4.022515444725891E-4_1836.15_-1;13.647620342148251,-2.7920188555543715,-3.1245054368976226_0.23462834324408313,-0.08709887872911386,-0.055014469644150854_1836.15_-1;-1.1928045152833477,-0.07025357283809745,1.234669493858715_0.02596989563213824,0.006071257486285454,0.012895102113288325_1836.15_-1;
-1.1005291526427887,-0.4307724986241702,-0.8312503187261792_-0.011704951968971955,-0.006023470270247693,-0.008340489612440232_1836.15_1;0.8491607993458659,0.26283839973360645,-0.26449970423943625_-0.008656398315491913,0.01032221234963763,0.00483217523529374_1836.15_1;-1.3656047967885259,-0.012341826064315381,1.2468976970210457_-0.020267262771171794,-0.009208263998385117,-0.012156697073361268_1836.15_1;-13.4454085288605,6.535663629464635,3.231836353831582_-0.23692073457574608,0.07526014983897068,0.055555601119989605_1836.15_1;3.022093228708093,1.5859726521487363,4.0360777076446075_1.1888806995195291E-4,7.271563989335156E-4,-2.2025592795562023E-4_1836.15_1;1.4954957475218598,1.3685718415332047,0.3597939453929807_0.01600484757706169,0.00210191152824358,0.0017475637489324971_1836.15_-1;0.16812525148440288,0.12956575329360234,0.15172587918652097_0.0095739876176934,0.0040458272456750455,-6.722804182398022E-4_1836.15_-1;13.882247337314409,-2.8791173827541816,-3.1795192715427785_0.23462699516615726,-0.0870985271998101,-0.05501383464515595_1836.15_-1;-1.1755798860828308,-0.06038056873111503,1.248937711431652_0.017224629200516924,0.00987300410698242,0.014268217572936984_1836.15_-1;
-1.112195486198991,-0.43677491483345826,-0.8395465592618944_-0.011666333556202214,-0.006002416209288057,-0.008296240535715246_1836.15_1;0.8402640757135953,0.2732102099831715,-0.25938527601195766_-0.008896723632270528,0.010371810249565046,0.005114428227478619_1836.15_1;-1.3789609905679514,-0.02326656370783403,1.2348376998263961_-0.013356193779425584,-0.010924737643518652,-0.012059997194649497_1836.15_1;-13.682329880877674,6.610924154515867,3.28739201048629_-0.2369213520171737,0.07526052505123172,0.055555656654707755_1836.15_1;3.0222097198874374,1.5866994560601644,4.03584609672544_1.1649117934467355E-4,7.26803911428129E-4,-2.3161091916737358E-4_1836.15_1;1.5114862125862152,1.3706158115572882,0.3614989998651842_0.01599046506435548,0.0020439700240836283,0.0017050544722034778_1836.15_-1;0.17793049277064424,0.1336016116557197,0.15077270546091368_0.009805241286241358,0.004035858362117366,-9.531737256073043E-4_1836.15_-1;14.116873033171533,-2.9662155709992843,-3.234532503003536_0.23462569585712373,-0.08709818824510296,-0.055013231460757234_1836.15_-1;-1.1652771764848247,-0.04879419423163127,1.2631168259131587_0.010302709598006266,0.011586374499483765,0.014179114481506766_1836.15_-1;
-1.1238236868136493,-0.44275718875933334,-0.8478022628478454_-0.011628200614658498,-0.005982273925875099,-0.008255703585951096_1836.15_1;0.8311143221667272,0.28362231966641765,-0.2539772432780498_-0.009149753546868084,0.010412109683246146,0.005408032733907834_1836.15_1;-1.3865877395022845,-0.03485061293882134,1.2235554958274726_-0.007626748934333169,-0.011584049230987308,-0.011282203998923507_1836.15_1;-13.91925183837927,6.686185047003975,3.3429477266583274_-0.23692195750159448,0.07526089248810874,0.055555716172037466_1836.15_1;3.02232367370277,1.5874258808846733,4.035602964632142_1.1395381533282179E-4,7.264248245089756E-4,-2.4313209329869902E-4_1836.15_1;1.5274609637345162,1.372603268398948,0.3631622365936385_0.015974751148301002,0.0019874568416599035,0.0016632367284543008_1836.15_-1;0.18798203729656365,0.13763580941855727,0.1495276745719755_0.010051544525919429,0.00403419776283757,-0.0012450308889381911_1836.15_-1;14.351497474551397,-3.0533134321042663,-3.289545160325946_0.23462444137986413,-0.08709786110498174,-0.05501265732240994_1836.15_-1;-1.1607152067567883,-0.03655109157014846,1.2765285681682805_0.004561969728036293,0.012243102661482812,0.0134117422551218_1836.15_-1;
-1.1354145271557343,-0.44872017224315147,-0.8560210532216963_-0.011590840342085093,-0.005962983483818156,-0.008218790373850832_1836.15_1;0.8216975579531176,0.294064274847386,-0.248263458596118_-0.009416764213609598,0.010441955180968363,0.005713784681931827_1836.15_1;-1.3892509401349333,-0.04645126814884912,1.2134546730983007_-0.0026632006326488397,-0.011600655210027774,-0.01010082272917179_1836.15_1;-14.156174388289239,6.761446298141254,3.3985035053350257_-0.23692254990996944,0.07526125113727962,0.055555778676698406_1836.15_1;3.022434975188532,1.5881519168147022,4.035348167471263_1.1130148576192634E-4,7.260359300289267E-4,-2.54797160879915E-4_1836.15_1;1.5434186269585972,1.374535615824419,0.36478450437098137_0.01595766322408088,0.0019323474254712013,0.0016222677773428719_1836.15_-1;0.19829591326727464,0.14167763868569638,0.14797940456735065_0.01031387597071099,0.00404182926713911,-0.0015482700046248335_1836.15_-1;14.586120703073272,-3.1404109771308923,-3.34455727011391_0.23462322852187448,-0.08709754502662596,-0.05501210978796433_1836.15_-1;-1.1611279208609042,-0.02429332679056377,1.2887715270887992_-4.127141041158091E-4,0.012257764779584688,0.01224295892051856_1836.15_-1;
