Simulation_ID-0_NAME-TEST
Particle Count: 9
0.0,0.0,0.0_0.0,0.0,0.0_1836.15_1;1.0,0.0,0.0_0.0,0.0,0.0_1836.15_1;0.0,0.0,1.0_0.0,0.0,0.0_1836.15_1;0.0,2.0,0.0_0.0,0.0,0.0_1836.15_1;3.0,1.5,4.0_0.0,0.0,0.0_1836.15_1;-0.67,1.0,0.0_0.0,0.0,0.0_1836.15_-1;0.0,-1.0,0.0_0.0,0.0,0.0_1836.15_-1;1.0,3.0,0.0_0.0,0.0,0.0_1836.15_-1;-2.0,0.0,1.0_0.0,0.0,0.0_1836.15_-1;
-8.818524004770273,-3.635764455877565,-5.268598054415396_-0.011991968715893853,-0.004718560714913841,-0.006612781444844182_1836.15_1;1.540813873980658,5.305063279032309,1.4930264402160782_0.014719678442455612,0.010513130146333703,-0.003596223977963074_1836.15_1;53.46272015925932,-0.4059936110181551,24.78905736699353_0.09541106819662698,-8.437677964375361E-4,0.040573339299634206_1836.15_1;-171.01896455960173,56.59347204742848,40.17797042904065_-0.2369560549630033,0.07527512865347998,0.055556445369855316_1836.15_1;5.252609113580986,2.64940224282474,1.4203922204239365_0.009383359641709187,2.4972661133270035E-5,-0.0034591994673589138_1836.15_1;7.845312747233905,1.8475600213977634,4.245528808879999_0.0030487430615935267,0.0023660762482232383,0.006225634860170603_1836.15_-1;1.2762216814101928,5.7413246164996785,1.5581350065676234_-0.011748428299340715,0.005888859847888027,0.007976545552362938_1836.15_-1;169.86676158070034,-60.78692531506937,-39.74768640384127_0.23454881736204874,-0.0870737230578982,-0.054983866255874335_1836.15_-1;-57.0769505917937,-0.8081388252177354,-22.667825813864955_-0.09641521472619732,-0.0014321159878085293,-0.041679893935982266_1836.15_-1;
-8.830516381129934,-3.640483174073014,-5.275210963617755_-0.011992376359660115,-0.004718718195449004,-0.006612909202358939_1836.15_1;1.5549979094730413,5.316455587867172,1.4895628033451307_0.014184035492383305,0.011392308834863406,-0.0034636368709476074_1836.15_1;53.55813126301449,-0.40683738271874803,24.82963071476534_0.09541110375516482,-8.437717005928952E-4,0.0405733477718116_1836.15_1;-171.2559206146368,56.668747174165304,40.23352687068165_-0.23695605503506723,0.07527512673682592,0.05555644164100089_1836.15_1;5.262007062647982,2.649422918554328,1.4169462201883039_0.009397949066995358,2.067572958781105E-5,-0.003446000235632691_1836.15_1;7.848348920740159,1.8499296084865895,4.251741127462743_0.0030361735062545787,0.0023695870888261585,0.006212318582744114_1836.15_-1;1.2650071582531568,5.746335238600168,1.5659791489890469_-0.011214523157035894,0.00501062210048935,0.00784414242142343_1836.15_-1;170.10131038388644,-60.87399903129463,-39.80267026322715_0.23454880318611165,-0.08707371622526451,-0.05498385938588002_1836.15_-1;-57.173365702248844,-0.8095709395870215,-22.709505658587116_-0.09641511045514758,-0.0014321143692861231,-0.041679844722160485_1836.15_-1;
-8.84250916350339,-3.6452020474365767,-5.281823997224393_-0.011992782373456827,-0.00471887336356283,-0.006613033606637712_1836.15_1;1.5686273910178947,5.328667049350698,1.4862459822177179_0.013629481544853342,0.012211461483525577,-0.0033168211274127897_1836.15_1;53.65354240228091,-0.407681158331024,24.87020407105087_0.09541113926642444,-8.437756122759555E-4,0.04057335628553112_1836.15_1;-171.49287666973964,56.74402229898793,40.28908330860141_-0.2369560551028395,0.0752751248226249,0.0555564379197643_1836.15_1;5.27141957257364,2.649439228520612,1.41351346017702_0.009412509925657935,1.6309966283724956E-5,-0.0034327600112836754_1836.15_1;7.851372571063718,1.8523027041714568,4.257940094934641_0.0030236503235582884,0.0023730956848672536,0.00619896747189892_1836.15_-1;1.2543454322285634,5.750527717776129,1.5736766503025894_-0.010661726024593445,0.004192479175961236,0.007697501313542591_1836.15_-1;170.33585917293175,-60.961072740702384,-39.8576541157593_0.23454878904530221,-0.08707370940775729,-0.05498385253215489_1836.15_-1;-57.26978070885375,-0.811003052336688,-22.751185454300362_-0.09641500660490758,-0.0014321127496665273,-0.04167979571324757_1836.15_-1;
-8.854502350128271,-3.6499210737433687,-5.288437151891824_-0.01199318662488103,-0.0047190263067920105,-0.0066131546674310215_1836.15_1;1.5816864155918362,5.341642234603227,1.4830884626458332_0.013059024573941532,0.012975185252528793,-0.0031575195718847424_1836.15_1;53.74895357700878,-0.40852493786423155,24.910777435888807_0.09541117472786591,-8.437795332075615E-4,0.04057336483793521_1836.15_1;-171.72983272490615,56.819297421898796,40.344639742807566_-0.23695605516649546,0.07527512291086337,0.05555643420615285_1836.15_1;5.280846606014473,2.64945110913966,1.4100939803073562_0.009427033440832615,1.1880619047929894E-5,-0.0034194798696639524_1836.15_1;7.854383746082444,1.8546793058770552,4.2641256777546905_0.0030111750187263166,0.002376601705598439,0.006185582820049146_1836.15_-1;1.2442523944910082,5.7539575468604705,1.581215015148936_-0.010093037737555136,0.0034298290843417325,0.00753836484634656_1836.15_-1;170.5704079478714,-61.048146443307715,-39.912637961453974_0.23454877493963455,-0.08707370260533409,-0.054983845694674675_1836.15_-1;-57.36619561202582,-0.8124351634637346,-22.792865201207192_-0.09641490317207041,-0.001432111127046518,-0.041679746906829074_1836.15_-1;
-8.866495939120513,-3.654640250856948,-5.295050424295744_-0.011993588992242869,-0.004719177113579578,-0.00661327240392087_1836.15_1;1.5941614386780016,5.355329804610724,1.4801013130177259_0.012475023086165524,0.013687570007497285,-0.0029871496281073055_1836.15_1;53.844364787145786,-0.4093687213291515,24.95135080931497_0.09541121013700742,-8.437834649199174E-4,0.040573373426161456_1836.15_1;-171.96678878013236,56.89457254290033,40.40019617330774_-0.23695605522620747,0.07527512100153283,0.05555643050017257_1836.15_1;5.2902881173230405,2.649458502121742,1.4066878194077095_0.009441511308567348,7.392982081942103E-6,-0.0034061608996466745_1836.15_1;7.85738249510417,1.8570594106601568,4.270297843664678_0.0029987490217258596,0.0023801047831015737,0.006172165909987292_1836.15_-1;1.234741584440079,5.756676123982372,1.5885831654181586_-0.009510810050929228,0.0027185771219009713,0.007368150269222625_1836.15_-1;170.80495670874052,-61.13522013912567,-39.967621800327386_0.2345487608691194,-0.08707369581795708,-0.05498383887341375_1836.15_-1;-57.462610412179025,-0.8138672729633926,-22.834544899507648_-0.09641480015320715,-0.0014321094996579465,-0.04167969830045504_1836.15_-1;
-8.878489928484248,-3.659359576729914,-5.301663811139425_-0.011993989363734421,-0.004719325872965792,-0.006613386843681381_1836.15_1;1.6060407531230458,5.369682045490744,1.4772944514198645_0.01187931444504418,0.01435224088001963,-0.00280686159786129_1836.15_1;53.93977603263721,-0.4102125087379244,24.991924191362322_0.09541124549142643,-8.437874087729536E-4,0.040573382047350816_1836.15_1;-172.2037448354145,56.969847661994955,40.45575260010957_-0.23695605528214495,0.07527511909462928,0.05555642680182831_1836.15_1;5.299744052999388,2.6494613544989005,1.403295015209825_0.009455935676347919,2.852377158282573E-6,-0.0033928041978845648_1836.15_1;7.860368868795428,1.8594430151766548,4.276456561678335_0.002986373691257781,0.0023836045164979513,0.0061587180136577265_1836.15_-1;1.2258247104929907,5.758731217307256,1.595771173154743_-0.008916873947088406,0.002055093324884115,0.007188007736584515_1836.15_-1;171.03950545557427,-61.22229382817127,-40.02260563239573_0.2345487468337647,-0.08707368904559244,-0.05498383206834523_1836.15_-1;-57.5590251097239,-0.8152993808292506,-22.876224549399296_-0.0964146975448744,-0.0014321078658579849,-0.04167964989164861_1836.15_-1;
-8.890484316120936,-3.664079049404265,-5.308277309161226_-0.011994387636687929,-0.004719472674351335,-0.006613498021800517_1836.15_1;1.617314068669807,5.384654445241865,1.4746768661862433_0.011273315546761292,0.014972399751121478,-0.0026175852336212994_1836.15_1;54.03518731342597,-0.4110563001038931,25.032497582060977_0.09541128078875982,-8.437913659687096E-4,0.04057339069865392_1836.15_1;-172.44070089074899,57.04512277918511,40.51130902322069_-0.23695605533447442,0.07527511719015283,0.0555564231111238_1836.15_1;5.309214352122154,2.6494596186369863,1.3999156043456724_0.009470299122765546,-1.7358619140085998E-6,-0.0033794108641525956_1836.15_1;7.863342919113917,1.8618301156521024,4.282601802069686_0.0029740503184891953,0.002387100475447732,0.0061452403913508265_1836.15_-1;1.217512070197421,5.760167388305098,1.6027700400305431_-0.008312640295569669,0.0014361709978424496,0.006998866875800161_1836.15_-1;171.27405418840786,-61.309367510459474,-40.077589457675174_0.23454873283357525,-0.08707368228821004,-0.054983825279441054_1836.15_-1;-57.655439705067515,-0.8167314870533708,-22.91790415107721_-0.09641459534362024,-0.0014321062241202949,-0.04167960167791295_1836.15_-1;
-8.902479099837851,-3.6687986670115835,-5.314890915141364_-0.011994783716915229,-0.004719617607318239,-0.006613605980138101_1836.15_1;1.6279721707264434,5.400205309202566,1.4722567991551958_0.010658102056636263,0.015550863960701728,-0.0024200670310474143_1836.15_1;54.13059862945268,-0.41190009544145706,25.073070981438214_0.09541131602670308,-8.437953375639704E-4,0.0405733993772357_1836.15_1;-172.67765694613234,57.120397894473214,40.566865442648755_-0.2369560553833594,0.07527511528810722,0.055556419428061686_1836.15_1;5.318698946760507,2.649453252234763,1.3965496223481053_0.009484594638352157,-6.366402223208152E-6,-0.0033659819975671635_1836.15_1;7.866304699244433,1.864220707855166,4.2887335363609_0.0029617801305165115,0.002390592203063633,0.006131734291214501_1836.15_-1;1.2098128911229222,5.761026376319141,1.609571514106193_-0.007699179074498584,8.589880140429801E-4,0.006801474075649937_1836.15_-1;171.5086029072764,-61.396441186005255,-40.132573276181844_0.23454871886855297,-0.087073675545783,-0.054983818506672076_1836.15_-1;-57.7518541986135,-0.8181635916263978,-22.959583704733948_-0.09641449354598892,-0.0014321045730270557,-0.0416795536567368_1836.15_-1;
-8.914474277355971,-3.6735184277730806,-5.321504625908063_-0.011995177518120808,-0.0047197607614971465,-0.006613710766699716_1836.15_1;1.6380066417025763,5.416295410595706,1.4700418990028394_0.010034470976132965,0.016090101393139534,-0.002214900152356266_1836.15_1;54.22600998065569,-0.4127438947659384,25.11364438951849_0.09541135120300927,-8.437993244813588E-4,0.04057340808027868_1836.15_1;-172.9146130015613,57.195673007861714,40.622421858401395_-0.23695605542896034,0.07527511338849961,0.05555641575264367_1836.15_1;5.328197762368064,2.6494422183121684,1.3931971036545834_0.009498815607556834,-1.1033922594529263E-5,-0.0033525186935218255_1836.15_1;7.86925426353799,1.8666147870735044,4.294851737309905_0.002949564293556521,0.0023940792183384393,0.006118200949005206_1836.15_-1;1.2027356091995745,5.761347448057286,1.6161679365124504_-0.0070772819233478265,3.210717381447397E-4,0.006596422406257349_1836.15_-1;171.74315161221512,-61.48351485482354,-40.18755708793185_0.23454870493869692,-0.08707366881828744,-0.05498381175000811_1836.15_-1;-57.848268590762025,-0.8195956945376597,-23.001263210559546_-0.09641439214852474,-0.0014321029112617835,-0.04167950582559873_1836.15_-1;
-8.926469846317353,-3.6782383299995525,-5.328118438343173_-0.011995568961381408,-0.004719902226471867,-0.006613812435109655_1836.15_1;1.6474096319101774,5.432887672190395,1.4680393505205176_0.009402990207601195,0.016592261594689146,-0.00200254848232192_1836.15_1;54.32142136697118,-0.41358769809345747,25.154217806323476_0.0954113863154876,-8.438033275190629E-4,0.04057341680498534_1836.15_1;-173.15156905703273,57.27094811935306,40.677978270486264_-0.23695605547143486,0.0752751114913402,0.05555641208487046_1836.15_1;5.337710718159873,2.6494264851894487,1.3898580816133672_0.009512955791808927,-1.5733122719727667E-5,-0.0033390220412162492_1836.15_1;7.87219166745386,1.8690123480916705,4.300956378897925_0.002937403915870043,0.0023975610181661616,0.006104641588019565_1836.15_-1;1.196288097505393,5.761167715973106,1.6225521121846116_-0.0064475116941813985,-1.7973208417975295E-4,0.006384175672161293_1836.15_-1;171.97770030325913,-61.57058851692924,-40.24254089294127_0.23454869104400355,-0.08707366210570214,-0.054983805009418026_1836.15_-1;-57.9446828819098,-0.8210277957752625,-23.042942668741517_-0.0964142911477748,-0.001432101237602886,-0.04167945818197055_1836.15_-1;
-8.93846580429204,-3.6829583720912664,-5.334732349387342_-0.011995957974686035,-0.004720042091714141,-0.006613911044169035_1836.15_1;1.6561736698532046,5.449946875059074,1.466255984523996_0.008764037943027256,0.017059202868679194,-0.0017833659965216272_1836.15_1;54.41683278833318,-0.4144315054408168,25.194791231872056_0.0954114213620015,-8.438073473593528E-4,0.04057342554857957_1836.15_1;-173.38852511254368,57.3462232289497,40.733534678911006_-0.23695605551093785,0.07527510959664205,0.0555564084247419_1836.15_1;5.347237727473474,2.64940602645858,1.3865325884916841_0.009527009313600959,-2.0458730868542844E-5,-0.003325493121683075_1836.15_1;7.875116967504287,1.8714133851706916,4.307047436317086_0.0029253000504264083,0.002401037079020989,0.006091057419161812_1836.15_-1;1.1904778556777844,5.760522429557632,1.628717199962692_-0.005810241827608693,-6.452864154737545E-4,0.006165087778080444_1836.15_-1;172.2122489804436,-61.65766217233725,-40.297524691226144_0.23454867718446668,-0.08707365540800847,-0.05498379828486982_1836.15_-1;-58.04109707245009,-0.8224598953261804,-23.084622079464836_-0.09641419054029139,-0.0014320995509178834,-0.04167941072331991_1836.15_-1;
-8.95046214878457,-3.6876785525378093,-5.34134635604483_-0.011996344492530812,-0.004720180446542942,-0.0066140066574876255_1836.15_1;1.664291503916067,5.467439390509347,1.464698372154645_0.008117834062862395,0.017492515450273267,-0.0015576123693509328_1836.15_1;54.512244244673646,-0.4152753168253928,25.235364666180363_0.09541145634046679,-8.438113845760142E-4,0.04057343430830744_1836.15_1;-173.62548116809128,57.42149833665412,40.78909108368326_-0.2369560555476214,0.07527510770442083,0.05555640477225702_1836.15_1;5.356778698114996,2.6493808209481764,1.3832206554854451_0.009540970641522277,-2.5205510403958525E-5,-0.0033119330062390917_1836.15_1;7.878030221201605,1.8738178920290371,4.313124885958199_0.002913253697318728,0.002404506858345631,0.006077449641112934_1836.15_-1;1.185312167938321,5.759445243461464,1.6346566182975353_-0.005165687739463402,-0.0010771860961683382,0.005939418334843358_1836.15_-1;172.44679764380368,-61.744735821062434,-40.35250848280248_0.2345486633600776,-0.08707364872519016,-0.054983791576330654_1836.15_-1;-58.137511162772725,-0.8238919931763387,-23.12630144291195_-0.09641409032263341,-0.001432097850158252,-0.04167936344711219_1836.15_-1;
-8.962458877240135,-3.692398869917913,-5.34796045538801_-0.011996728455563932,-0.004720317380103828,-0.006614099343179985_1836.15_1;1.671755969160055,5.485332931443763,1.4633729066019545_0.0074644652439878195,0.0178935409344157,-0.0013254655526904482_1836.15_1;54.60765573592249,-0.4161191322650336,25.2759381092618_0.09541149124884958,-8.438154396408158E-4,0.040573443081437566_1836.15_1;-173.8624372236729,57.496773442468815,40.84464748481067_-0.23695605558163493,0.07527510581469476,0.055556401127414_1836.15_1;5.366333532691175,2.649350852682906,1.3799223127301412_0.009554834576178377,-2.9968265270387784E-5,-0.0032983427553038864_1836.15_1;7.880931487007546,1.8762258618247276,4.3191887053987745_0.002901265805940131,0.0024079697956905528,0.0060638194405753095_1836.15_-1;1.180798236021105,5.757968466193266,1.6403639635338618_-0.00451393191721599,-0.0014767772681979854,0.0057073452363265095_1836.15_-1;172.6813462933745,-61.83180946311967,-40.407492267686244_0.23454864957082547,-0.08707364205723309,-0.05498378488376689_1836.15_-1;-58.233925153264096,-0.8253240893106935,-23.16798075926276_-0.09641399049136778,-0.0014320961343548347,-0.041679316350811936_1836.15_-1;
-8.974455987050412,-3.697119322899278,-5.354574644561628_-0.01199710981027662,-0.004720452981364756,-0.006614189173618107_1836.15_1;1.678559874265729,5.503596319594277,1.4622858746989507_0.006803905105674121,0.018263388150514818,-0.0010870319030037892_1836.15_1;54.70306726200766,-0.4169629517779627,25.31651156112706_0.0954115260851643,-8.438195129290983E-4,0.04057345186526088_1836.15_1;-174.09939327928603,57.572048546396296,40.90020388230088_-0.23695605561312538,0.07527510392748436,0.055556397490210324_1836.15_1;5.3759021289281135,2.6493161108383223,1.376637589312599_0.009568596236938903,-3.474184458388717E-5,-0.0032847234175422658_1836.15_1;7.883820824284476,1.8786372871383652,4.325238873391347_0.002889337276930421,0.0024114253136375387,0.006050167992572485_1836.15_-1;1.1769432919661709,5.756123292947247,1.6458329383190105_-0.00385494405493398,-0.0018451732460198333,0.00546897478514861_1836.15_-1;172.9158949291912,-61.91888309852379,-40.46247604589339_0.23454863581669705,-0.08707363540412527,-0.05498377820714418_1836.15_-1;-58.330339044307166,-0.8267561837133073,-23.209660028694646_-0.09641389104307005,-0.001432094402613778,-0.04167926943188372_1836.15_-1;
-8.986453475559149,-3.7018399102384034,-5.361188920786862_-0.011997488508736632,-0.0047205873391254725,-0.006614276225234233_1836.15_1;1.6846959047072059,5.522199265259577,1.4614435203833218_0.006136030441476825,0.01860294566529907,-8.423543156289505E-4_1836.15_1;54.79847882285513,-0.4178067753826873,25.35708502178415_0.09541156084747143,-8.438236047245717E-4,0.040573460657090145_1836.15_1;-174.33634933492826,57.647323648439105,40.95576027616152_-0.23695605564223735,0.07527510204281242,0.05555639386064272_1836.15_1;5.385484379977581,2.649276589691899,1.373366513283302_0.009582251049467659,-3.9521146423313697E-5,-0.003271076029297011_1836.15_1;7.886698293248378,1.8810521599568997,4.331275369852135_0.0028774689639012485,0.002414872818534419,0.006036496460788159_1836.15_-1;1.173754694691474,5.753940025930844,1.65105728814487_-0.0031885972746966817,-0.002183267016402725,0.005224349825859618_1836.15_-1;173.1504435512889,-62.00595672728965,-40.517459817439814_0.23454862209767716,-0.08707362876585674,-0.054983771546427467_1836.15_-1;-58.426752836281494,-0.8281882763674202,-23.25133925138244_-0.09641379197432487,-0.001432092654112962,-0.04167922268779274_1836.15_-1;
-8.99845134006751,-3.7065606307804417,-5.367803281365231_-0.011997864508361421,-0.004720720542038151,-0.006614360578368624_1836.15_1;1.6901565390799775,5.541112156322876,1.4608521016505904_0.005460634372771705,0.018912891063299003,-5.914187327314056E-4_1836.15_1;54.893890418389006,-0.4186506030979107,25.39765849123841_0.0954115955338756,-8.438277152233779E-4,0.040573469454259166_1836.15_1;-174.57330539059737,57.72259874859981,41.011316666400226_-0.23695605566911299,0.07527510016070384,0.055556390238707246_1836.15_1;5.39508017471158,2.649232288571,1.3701091116690152_0.009595794733999857,-4.430112089866443E-5,-0.0032574016142867404_1836.15_1;7.889563954923323,1.8834704716579622,4.337298175850067_0.002865661674946,0.0024183117010624896,0.006022805997931545_1836.15_-1;1.1712400134213319,5.751448285414457,1.656030744396945_-0.002514681270142249,-0.002491740516386658,0.0049734562520751206_1836.15_-1;173.38499215970265,-62.09303034943207,-40.57244358234139_0.2345486084137485,-0.08707362214241947,-0.05498376490158108_1836.15_-1;-58.52316652956322,-0.8296203672555191,-23.293018427498446_-0.09641369328172622,-0.0014320908880988885,-0.04167917611600499_1836.15_-1;
-9.010449577839239,-3.711281483459079,-5.374417723682389_-0.011998237771728718,-0.004720852678637403,-0.006614442317158088_1836.15_1;1.6949339761807918,5.5603058534326495,1.460517942330414_0.004777437100814181,0.019193697109774078,-3.3415932017640714E-4_1836.15_1;54.98930204853153,-0.41949443494244815,25.43823196949253_0.09541163014252341,-8.438318445374801E-4,0.04057347825412175_1836.15_1;-174.81026144629126,57.797873846881,41.06687305302463_-0.23695605569389233,0.07527509828118562,0.05555638662439933_1836.15_1;5.4046893980059245,2.649183211798444,1.366865410485465_0.009609223294344457,-4.9076772555969734E-5,-0.003243701183550216_1836.15_1;7.892417871097262,1.885892212994616,4.343307273596185_0.002853916173938412,0.0024217413366537962,0.006009097746118497_1836.15_-1;1.1694071003723163,5.748677214620266,1.6607469725797464_-0.0018329130490155722,-0.002771070794191252,0.004716228182801282_1836.15_-1;173.61954075446755,-62.18010396496588,-40.62742734061396_0.23454859476489207,-0.08707361553380728,-0.05498375827256871_1836.15_-1;-58.61958012452509,-0.8310524563594032,-23.334697557212433_-0.09641359496187714,-0.0014320891038840048,-0.0416791297139872_1836.15_-1;
-9.022448186105661,-3.716002467296457,-5.381032245211851_-0.0119986082664227,-0.004720983837378127,-0.00661452152946188_1836.15_1;1.699020070998482,5.579751488280258,1.4604474797762044_0.004086094817690076,0.019445634847608084,-7.046255420966827E-5_1836.15_1;55.08471371320313,-0.4203382709351456,25.47880545654658_0.09541166467160157,-8.438359926974128E-4,0.04057348705405047_1836.15_1;-175.04721750200798,57.87314894328529,41.122429436042346_-0.23695605571671324,0.07527509640428685,0.055556383017713734_1836.15_1;5.414311931013527,2.6491293686362782,1.3636354347498412_0.009622533007602995,-5.384316216577832E-5,-0.003229975735623816_1836.15_1;7.895260104278884,1.888317374080388,4.349302646433444_0.002842233181621386,0.0024251610857719,0.005995372837259239_1836.15_-1;1.1682641545372374,5.745655681515701,1.6651995246285785_-0.001142945835078862,-0.003021533104565097,0.004452552048832079_1836.15_-1;173.85408933561862,-62.2671775739059,-40.68241109227332_0.23454858115108707,-0.08707360894001588,-0.05498375165935347_1836.15_-1;-58.715993621536484,-0.8324845436602476,-23.37637664069164_-0.0964134970113895,-0.001432087300844444,-0.04167908347920645_1836.15_-1;
-9.034447162070576,-3.720723581403137,-5.387646843518674_-0.011998975964914536,-0.004721114106679889,-0.006614598306822359_1836.15_1;1.7024062782529266,5.5994202618998665,1.4606473093579944_0.0033862072544445037,0.019668773619608643,1.998295817899387E-4_1836.15_1;55.18012541232246,-0.4211821110948,25.519378952398018_0.09541169911933496,-8.438401596544323E-4,0.04057349585143535_1836.15_1;-175.2841735577457,57.94842403781533,41.17798581546099_-0.23695605573771156,0.07527509453003856,0.05555637941864466_1836.15_1;5.423947651428137,2.6490707732283445,1.3604192084928977_0.009635720414610149,-5.859540793354486E-5,-0.003216226256943404_1836.15_1;7.898090717655369,1.8907459443744548,4.355284278826889_0.0028306133764846547,0.0024285702940668175,0.005981632393444281_1836.15_-1;1.1678197779295605,5.742412480585716,1.6693817944180578_-4.4437660767686723E-4,-0.003243200929985099,0.004182269789479418_1836.15_-1;174.08863790319094,-62.35425117626694,-40.737394837335216_0.23454856757231093,-0.08707360236104278,-0.054983745061897904_1836.15_-1;-58.81240702096337,-0.8339166291386657,-23.418055678100767_-0.09641339942688346,-0.0014320854784181652,-0.041679037409129746_1836.15_-1;
-9.046446502915051,-3.725444824978114,-5.394261516263132_-0.011999340844476509,-0.004721243574976809,-0.006614672744458378_1836.15_1;1.7050836025447145,5.619283239841068,1.4611242264772488_0.002677324291787878,0.019862977941201544,4.7691711925446827E-4_1836.15_1;55.275537145806446,-0.4220259554400821,25.5599524570417_0.09541173348398485,-8.438443452820842E-4,0.0405735046436823_1836.15_1;-175.52112961350272,58.0236991304738,41.23354219128818_-0.23695605575702122,0.07527509265847382,0.05555637582718569_1836.15_1;5.433596433739253,2.64900744454218,1.357216754770432_0.009648782311116166,-6.332868616444674E-5,-0.0032024537224656677_1836.15_1;7.9009097750507955,1.8931779126668673,4.361252156354209_0.002819057395426835,0.0024319682924124502,0.0059678775273203765_1836.15_-1;1.1680830252251884,5.738976537733042,1.6732869757489264_2.6324729562784825E-4,-0.003435942852673466,0.003905181330868587_1836.15_-1;174.3231864572195,-62.44132477206383,-40.79237857581538_0.2345485540285397,-0.08707359579688742,-0.05498373848016404_1836.15_-1;-58.90882032316836,-0.8353487127747692,-23.45973466960199_-0.09641330220498676,-0.0014320836361034913,-0.04167899150122311_1836.15_-1;
-9.05844620580218,-3.7301661973088858,-5.400876261204422_-0.011999702887129513,-0.004721372330771942,-0.006614744941289962_1836.15_1;1.7070425545767693,5.639311140916213,1.46188526666985_0.00195895203205497,0.020027901075144527,7.61040192601244E-4_1836.15_1;55.370948913570295,-0.4228698039894593,25.60052597046991_0.0954117677638473,-8.438485493772054E-4,0.04057351342821157_1836.15_1;-175.7580856692775,58.098974221263425,41.28909856353151_-0.23695605577477433,0.07527509078962773,0.05555637224332988_1836.15_1;5.443258149479,2.648939406310768,1.3540280956739246_0.009661715739746984,-6.803823141187264E-5,-0.0031886590965074122_1836.15_1;7.903717340884989,1.8956132670637003,4.367206265696657_0.002807565834193902,0.0024353543968328706,0.005954109342447991_1836.15_-1;1.169063447339834,5.7353771216040075,1.6769080222471975_9.8042211464557E-4,-0.0035994161290349423,0.0036210464982710925_1836.15_-1;174.55773499773923,-62.52839836131138,-40.84736230772949_0.23454854051974774,-0.08707358924755106,-0.054983731914113355_1836.15_-1;-59.00523352851069,-0.8367807945482272,-23.50141361535494_-0.09641320534233383,-0.0014320817734580374,-0.04167894575295081_1836.15_-1;
-9.070446267881804,-3.734887697771581,-5.4074910762044155_-0.01200006207962411,-0.004721500462695373,-0.00661481499999334_1836.15_1;1.708273113306277,5.659474115994509,1.4629377442200804_0.0012305587295075038,0.02016297507829565,0.0010524775502302444_1836.15_1;55.46636071552755,-0.42371365676111966,25.641099492672367_0.09541180195725155,-8.438527716603619E-4,0.04057352220245609_1836.15_1;-175.9950417250686,58.174249310186966,41.34465493219858_-0.23695605579110116,0.07527508892353738,0.055556368667069665_1836.15_1;5.452932667461795,2.6488666869746305,1.3508532523401202_0.009674517982794997,-7.271933613778321E-5,-0.0031748433338043957_1836.15_1;7.906513480132571,1.8980519949720225,4.373146594630288_0.0027961392475821982,0.002438727908322289,0.005940328933630939_1836.15_-1;1.1707711290830787,5.7316440648674805,1.6802376087530895_0.001707681743244663,-0.003733056736526928,0.003329586505892087_1836.15_-1;174.79228352478515,-62.61547194402442,-40.902346033093195_0.2345485270459081,-0.08707358271303678,-0.054983725363706853_1836.15_-1;-59.101646637346256,-0.8382128744383253,-23.543092515516715_-0.09641310883556498,-0.001432079890098032,-0.0416789001617742_1836.15_-1;
-9.08244668629526,-3.7396093258311462,-5.4141059592315015_-0.012000418413455947,-0.004721628059565155,-0.006614883027085817_1836.15_1;1.708764694306842,5.679741512993298,1.4642892895641675_4.915810005650276E-4,0.020267396998789614,0.0013515453440871926_1836.15_1;55.56177255159011,-0.42455751377289536,25.681673023636225_0.09541183606255872,-8.438570117757213E-4,0.04057353096385972_1836.15_1;-176.23199778087474,58.24952439724721,41.40021129729698_-0.2369560558061303,0.07527508706024191,0.05555636509839701_1836.15_1;5.462619854017707,2.6487893196247163,1.347692244959326_0.009687186555912454,-7.736734991425987E-5,-0.003161007380794214_1836.15_1;7.909298258281961,1.900494083084585,4.379073132017496_0.00278477814938965,0.002442088112562353,0.005926537387207423_1836.15_-1;1.1732167206085704,5.727807999296189,1.683268093921474_0.0024455915254917855,-0.003836065571291006,0.0030304851683845154_1836.15_-1;175.02683203839214,-62.70254552021777,-40.9573297519221_0.23454851360699241,-0.08707357619334964,-0.05498371882890499_1836.15_-1;-59.19805965002758,-0.8396449524240233,-23.584771370241867_-0.09641301268132504,-0.0014320779856980465,-0.041678854725150614_1836.15_-1;
-9.094447458180177,-3.7443310810415964,-5.420720908364542_-0.01200077188491689,-0.004721755210450295,-0.006614949133040416_1836.15_1;1.7085061250960254,5.700081623791186,1.465947885605896_-2.5856921081661514E-4,0.020340110797887685,0.0016585960417285176_1836.15_1;55.65718442166827,-0.4254013750421857,25.7222465633461_0.09541187007816064,-8.438612692903456E-4,0.04057353970987559_1836.15_1;-176.46895383669474,58.32479948244699,41.45576765883428_-0.23695605581998871,0.07527508519978264,0.05555636153730328_1836.15_1;5.472319573220508,2.6487073419465172,1.3445450927821954_0.009699719202800966,-8.197767819891026E-5,-0.0031471521771305757_1836.15_1;7.912071741294055,1.9029395173641244,4.384985867798785_0.0027734830120937303,0.00244543427953958,0.005912735781289601_1836.15_-1;1.1764114619045274,5.7239006089254065,1.6859914839116479_0.0031947412959570497,-0.003907390370782477,0.0027233899901738887_1836.15_-1;175.26138053859512,-62.78961908990627,-41.012313464231774_0.23454850020297094,-0.08707356968849668,-0.05498371230966773_1836.15_-1;-59.29447256690384,-0.8410770284840144,-23.6264501796824_-0.09641291687626238,-0.0014320760599911455,-0.04167880944053191_1836.15_-1;
