Simulation_ID-0_NAME-TEST
Particle Count: 4
1.0,0.0,0.0_0.0,0.0,0.0_1836.15_1_false;-1.0,0.0,0.0_0.0,0.0,0.0_1836.15_1_false;2.0,0.0,0.0_0.0,0.065,0.0_1.0_-1_false;-2.0,0.0,0.0_0.0,0.065,0.0_1.0_-1_false;
3.5699185282784405,-0.12336706091606,0.0_9.385034905934191E-4,-4.060171061424986E-5,0.0_1836.15_1_false;-3.3623544153932037,-0.04061601257231674,0.0_-8.8445073816335E-4,-2.3080994792438464E-5,0.0_1836.15_1_false;-365.47385910994115,399.16618017637404,0.0_-0.09500005307783907,0.10313109797201968,0.0_1.0_-1_false;-15.6449867643014,470.16134020930855,0.0_-0.004248908296642343,0.14379990156047148,0.0_1.0_-1_false;
3.5708570884146025,-0.12340766328389109,0.0_9.385601361621635E-4,-4.060236783108118E-5,0.0_1836.15_1_false;-3.363238922790309,-0.04063909287159898,0.0_-8.845073971054598E-4,-2.3080299282236844E-5,0.0_1836.15_1_false;-365.56885917843124,399.2693112413722,0.0_-0.09500006849007178,0.10313106499814338,0.0_1.0_-1_false;-15.649235632630305,470.30514007353054,0.0_-0.0042488683289044985,0.14379986422197588,0.0_1.0_-1_false;
3.571795705166553,-0.12344826630855986,0.0_9.386167519502995E-4,-4.060302466876982E-5,0.0_1836.15_1_false;-3.364123486816569,-0.0406621724757723,0.0_-8.845640262599394E-4,-2.3079604173318E-5,0.0_1836.15_1_false;-365.6638592623241,399.3724422734114,0.0_-0.09500008389284782,0.10313103203921599,0.0_1.0_-1_false;-15.653484461013822,470.4489399004397,0.0_-0.004248828383516505,0.14379982690918391,0.0_1.0_-1_false;
3.5727343785045322,-0.12348886998968747,0.0_9.38673337979458E-4,-4.060368112761899E-5,0.0_1836.15_1_false;-3.3650081074422173,-0.04068525138523766,0.0_-8.846206256484253E-4,-2.3078909465359395E-5,0.0_1836.15_1_false;-365.75885936161023,399.47557327250667,0.0_-0.09500009928617532,0.10313099909522781,0.0_1.0_-1_false;-15.657733249474282,470.59273969006176,0.0_-0.004248788460460056,0.14379978962206982,0.0_1.0_-1_false;
3.5736731083988036,-0.1235294743268954,0.0_9.387298942712505E-4,-4.0604337207931614E-5,0.0_1836.15_1_false;-3.3658927846375097,-0.0407083296003957,0.0_-8.846771952925345E-4,-2.307821515803881E-5,0.0_1836.15_1_false;-365.8538594762803,399.57870423867286,0.0_-0.09500011467006238,0.10313096616616914,0.0_1.0_-1_false;-15.661981998033998,470.7365394424224,0.0_-0.004248748559716869,0.14379975236060785,0.0_1.0_-1_false;
3.574611894819651,-0.1235700793198054,0.0_9.387864208472693E-4,-4.060499291001032E-5,0.0_1836.15_1_false;-3.3667775183727238,-0.04073140712164673,0.0_-8.847337352138647E-4,-2.307752125103437E-5,0.0_1836.15_1_false;-365.94885960632485,399.6818351719249,0.0_-0.09500013004451711,0.10313093325203031,0.0_1.0_-1_false;-15.666230706715266,470.88033915754716,0.0_-0.00424870868126868,0.1437997151247723,0.0_1.0_-1_false;
3.57555073773738,-0.12361068496803956,0.0_9.388429177290871E-4,-4.060564823415742E-5,0.0_1836.15_1_false;-3.367662308618158,-0.040754483949390755,0.0_-8.847902454339943E-4,-2.3076827744024498E-5,0.0_1836.15_1_false;-366.0438597517344,399.7849660722777,0.0_-0.09500014540954761,0.10313090035280162,0.0_1.0_-1_false;-15.670479375540364,471.0241388354617,0.0_-0.004248668825097242,0.14379967791453752,0.0_1.0_-1_false;
3.576489637122318,-0.12365129127122024,0.0_9.388993849382577E-4,-4.0606303180674946E-5,0.0_1836.15_1_false;-3.368547155344132,-0.04077756008402744,0.0_-8.848467259744824E-4,-2.3076134636687955E-5,0.0_1836.15_1_false;-366.1388599124995,399.88809693974616,0.0_-0.09500016076516195,0.10313086746847344,0.0_1.0_-1_false;-15.674728004531548,471.1679384761916,0.0_-0.004248628991184331,0.14379964072987783,0.0_1.0_-1_false;
3.5774285929448144,-0.1236918982289701,0.0_9.389558224963153E-4,-4.06069577498646E-5,0.0_1836.15_1_false;-3.369432058520989,-0.04080063552595615,0.0_-8.849031768568688E-4,-2.3075441928703818E-5,0.0_1836.15_1_false;-366.23386008861087,399.9912277743452,0.0_-0.0950001761113682,0.1031308345990361,0.0_1.0_-1_false;-15.67897659371106,471.31173807976234,0.0_-0.004248589179511739,0.14379960357076768,0.0_1.0_-1_false;
3.5783676051752393,-0.12373250584091212,0.0_9.390122304247752E-4,-4.060761194202782E-5,0.0_1836.15_1_false;-3.370317018119092,-0.0408237102755759,0.0_-8.849595981026744E-4,-2.307474961975149E-5,0.0_1836.15_1_false;-366.328860280059,400.0943585760897,0.0_-0.09500019144817445,0.10313080174447996,0.0_1.0_-1_false;-15.68322514310112,471.4555376461995,0.0_-0.004248549390061282,0.1437995664371815,0.0_1.0_-1_false;
3.5793066737839845,-0.1237731141066696,0.0_9.390686087451332E-4,-4.0608265757465725E-5,0.0_1836.15_1_false;-3.3712020341088254,-0.04084678433328541,0.0_-8.850159897334004E-4,-2.3074057709510693E-5,0.0_1836.15_1_false;-366.4238604868346,400.1974893449945,0.0_-0.09500020677558875,0.10313076890479538,0.0_1.0_-1_false;-15.687473652723936,471.5993371755286,0.0_-0.004248509622814789,0.14379952932909376,0.0_1.0_-1_false;
3.5802457987414633,-0.12381372302586607,0.0_9.391249574788661E-4,-4.060891919647914E-5,0.0_1836.15_1_false;-3.372087106460596,-0.04086985769948307,0.0_-8.850723517705291E-4,-2.3073366197661473E-5,0.0_1836.15_1_false;-366.51886070892823,400.30062008107444,0.0_-0.09500022209361916,0.10313073607997272,0.0_1.0_-1_false;-15.691722122601691,471.7431366677751,0.0_-0.004248469877754112,0.14379949224647892,0.0_1.0_-1_false;
3.5811849800181106,-0.12385433259812544,0.0_9.391812766474313E-4,-4.0609572259368585E-5,0.0_1836.15_1_false;-3.3729722351448315,-0.040892930374566955,0.0_-8.851286842355236E-4,-2.307267508388419E-5,0.0_1836.15_1_false;-366.6138609463305,400.4037507843444,0.0_-0.09500023740227372,0.10313070327000237,0.0_1.0_-1_false;-15.695970552756553,471.8869361229644,0.0_-0.004248430154861123,0.14379945518931153,0.0_1.0_-1_false;
3.582124217584383,-0.12389494282307187,0.0_9.392375662722675E-4,-4.0610224946434295E-5,0.0_1836.15_1_false;-3.3738574201319813,-0.04091600235893481,0.0_-8.851849871498277E-4,-2.307198436785953E-5,0.0_1836.15_1_false;-366.708861199032,400.5068814548193,0.0_-0.09500025270156043,0.10313067047487472,0.0_1.0_-1_false;-15.70021894321067,472.030735541122,0.0_-0.004248390454117713,0.14379941815756622,0.0_1.0_-1_false;
3.5830635114107574,-0.12393555370032984,0.0_9.392938263747935E-4,-4.0610877257976195E-5,0.0_1836.15_1_false;-3.374742661392516,-0.04093907365298408,0.0_-8.852412605348661E-4,-2.3071294049268495E-5,0.0_1836.15_1_false;-366.8038614670235,400.61001209251384,0.0_-0.09500026799148735,0.10313063769458013,0.0_1.0_-1_false;-15.704467293986175,472.1745349222732,0.0_-0.00424835077550579,0.14379938115121754,0.0_1.0_-1_false;
3.584002861467734,-0.12397616522952414,0.0_9.393500569764097E-4,-4.061152919429392E-5,0.0_1836.15_1_false;-3.3756279588969282,-0.04096214425711187,0.0_-8.852975044120444E-4,-2.3070604127792413E-5,0.0_1836.15_1_false;-366.89886175029557,400.71314269744295,0.0_-0.09500028327206249,0.10313060492910903,0.0_1.0_-1_false;-15.708715605105182,472.31833426644346,0.0_-0.004248311119007285,0.14379934417024012,0.0_1.0_-1_false;
3.5849422677258325,-0.12401677741027982,0.0_9.39406258098497E-4,-4.0612180755686796E-5,0.0_1836.15_1_false;-3.376513312615731,-0.04098521417171499,0.0_-8.853537188027493E-4,-2.3069914603112923E-5,0.0_1836.15_1_false;-366.9938620488389,400.8162732696214,0.0_-0.09500029854329385,0.1031305721784518,0.0_1.0_-1_false;-15.712963876589786,472.4621335736581,0.0_-0.004248271484604144,0.14379930721460865,0.0_1.0_-1_false;
3.5858817301555947,-0.12405739024222227,0.0_9.394624297624176E-4,-4.061283194245387E-5,0.0_1836.15_1_false;-3.3773987225194597,-0.0410082833971899,0.0_-8.854099037283479E-4,-2.3069225474911988E-5,0.0_1836.15_1_false;-367.0888623626441,400.91940380906397,0.0_-0.09500031380518942,0.10313053944259887,0.0_1.0_-1_false;-15.717212108462064,472.6059328439424,0.0_-0.0042482318722783345,0.14379927028429781,0.0_1.0_-1_false;
3.5868212487275843,-0.12409800372497717,0.0_9.39518571989514E-4,-4.0613482754893887E-5,0.0_1836.15_1_false;-3.37828418857867,-0.04103135193393277,0.0_-8.854660592101886E-4,-2.306853674287189E-5,0.0_1836.15_1_false;-367.18386269170185,401.0225343157855,0.0_-0.09500032905775721,0.10313050672154066,0.0_1.0_-1_false;-15.721460300744075,472.7497320773217,0.0_-0.004248192282011843,0.14379923337928233,0.0_1.0_-1_false;
3.5877608234123857,-0.12413861785817049,0.0_9.395746848011103E-4,-4.0614133193305283E-5,0.0_1836.15_1_false;-3.3791697107639393,-0.041054419782339445,0.0_-8.855221852696009E-4,-2.3067848406675227E-5,0.0_1836.15_1_false;-367.27886303600286,401.12566478980074,0.0_-0.09500034430100518,0.1031304740152676,0.0_1.0_-1_false;-15.725708453457862,472.8935312738212,0.0_-0.0042481527137866746,0.14379919649953696,0.0_1.0_-1_false;
3.588700454180604,-0.12417923264142847,0.0_9.396307682185114E-4,-4.0614783257986215E-5,0.0_1836.15_1_false;-3.3800552890458673,-0.04107748694280545,0.0_-8.855782819278949E-4,-2.3067160466004916E-5,0.0_1836.15_1_false;-367.3738633955378,401.2287952311245,0.0_-0.09500035953494132,0.10313044132377014,0.0_1.0_-1_false;-15.729956566625447,473.03733043346625,0.0_-0.0042481131675848535,0.14379915964503653,0.0_1.0_-1_false;
3.589640141002867,-0.1242198480743777,0.0_9.396868222630028E-4,-4.061543294923454E-5,0.0_1836.15_1_false;-3.3809409233950736,-0.04110055341572599,0.0_-8.856343492063619E-4,-2.306647292054419E-5,0.0_1836.15_1_false;-367.4688637702974,401.3319256397715,0.0_-0.0950003747595736,0.10313040864703871,0.0_1.0_-1_false;-15.734204640268835,473.18112955628203,0.0_-0.004248073643388425,0.14379912281575588,0.0_1.0_-1_false;
3.5905798838498226,-0.12426046415664506,0.0_9.397428469558516E-4,-4.061608226734782E-5,0.0_1836.15_1_false;-3.3818266137822,-0.04112361920149597,0.0_-8.856903871262742E-4,-2.3065785769976596E-5,0.0_1836.15_1_false;-367.5638641602723,401.4350560157566,0.0_-0.09500038997490998,0.10313037598506375,0.0_1.0_-1_false;-15.738452674410015,473.3249286422937,0.0_-0.004248034141179451,0.14379908601166982,0.0_1.0_-1_false;
3.591519682692141,-0.12430108088785768,0.0_9.397988423183058E-4,-4.061673121262332E-5,0.0_1836.15_1_false;-3.382712360177909,-0.04114668430050996,0.0_-8.857463957088852E-4,-2.3065099013986002E-5,0.0_1836.15_1_false;-367.65886456545326,401.5381863590944,0.0_-0.09500040518095837,0.10313034333783574,0.0_1.0_-1_false;-15.742700669070954,473.46872769152645,0.0_-0.004247994660940013,0.1437990492327533,0.0_1.0_-1_false;
3.5924595375005124,-0.12434169826764305,0.0_9.39854808371594E-4,-4.061737978535801E-5,0.0_1836.15_1_false;-3.3835981625528846,-0.041169748713162216,0.0_-8.858023749754292E-4,-2.3064412652256595E-5,0.0_1836.15_1_false;-367.753864985831,401.6413166697998,0.0_-0.09500042037772675,0.10313031070534516,0.0_1.0_-1_false;-15.746948624273607,473.61252670400546,0.0_-0.004247955202652213,0.14379901247898122,0.0_1.0_-1_false;
3.5933994482456493,-0.12438231629562889,0.0_9.399107451369264E-4,-4.0618027985848566E-5,0.0_1836.15_1_false;-3.3844840208778315,-0.04119281243984669,0.0_-8.858583249471216E-4,-2.3063726684472866E-5,0.0_1836.15_1_false;-367.8488654213962,401.74444694788735,0.0_-0.09500043556522302,0.10313027808758247,0.0_1.0_-1_false;-15.751196540039905,473.7563256797558,0.0_-0.004247915766298169,0.14379897575032857,0.0_1.0_-1_false;
3.594339414898285,-0.12442293497144329,0.0_9.399666526354942E-4,-4.061867581439137E-5,0.0_1836.15_1_false;-3.3853699351234767,-0.04121587548095701,0.0_-8.85914245645159E-4,-2.306304111031964E-5,0.0_1836.15_1_false;-367.94386587213967,401.8475771933719,0.0_-0.09500045074345512,0.10313024548453817,0.0_1.0_-1_false;-15.755444416391764,473.9001246188025,0.0_-0.0042478763518600205,0.1437989390467703,0.0_1.0_-1_false;
3.5952794374291734,-0.12446355429471456,0.0_9.400225308884695E-4,-4.0619323271282524E-5,0.0_1836.15_1_false;-3.3862559052605676,-0.041238937836886494,0.0_-8.859701370907188E-4,-2.3062355929482038E-5,0.0_1836.15_1_false;-368.0388663380521,401.95070740626807,0.0_-0.09500046591243096,0.10313021289620272,0.0_1.0_-1_false;-15.759692253351083,474.0439235211708,0.0_-0.004247836959319926,0.14379890236828147,0.0_1.0_-1_false;
3.5962195158090906,-0.12450417426507138,0.0_9.400783799170056E-4,-4.061997035681782E-5,0.0_1836.15_1_false;-3.3871419312598725,-0.04126199950802814,0.0_-8.8602599930496E-4,-2.306167114164551E-5,0.0_1836.15_1_false;-368.13386681912425,402.05383758659065,0.0_-0.09500048107215843,0.10313018032256664,0.0_1.0_-1_false;-15.763940050939743,474.18772238688564,0.0_-0.00424779758866006,0.1437988657148371,0.0_1.0_-1_false;
3.597159650008833,-0.12454479488214266,0.0_9.401341997422372E-4,-4.062061707129275E-5,0.0_1836.15_1_false;-3.3880280130921814,-0.041285060494774636,0.0_-8.860818323090224E-4,-2.3060986746495805E-5,0.0_1836.15_1_false;-368.2288673153469,402.1569677343543,0.0_-0.09500049622264545,0.10313014776362045,0.0_1.0_-1_false;-15.768187809179606,474.33152121597203,0.0_-0.00424775823986262,0.1437988290864123,0.0_1.0_-1_false;
3.598099839999218,-0.12458541614555767,0.0_9.401899903852797E-4,-4.062126341500255E-5,0.0_1836.15_1_false;-3.3889141507283056,-0.041308120797518354,0.0_-8.861376361240271E-4,-2.3060302743719003E-5,0.0_1836.15_1_false;-368.3238678267108,402.26009784957364,0.0_-0.09500051136389988,0.10313011521935465,0.0_1.0_-1_false;-15.772435528092515,474.475320008455,0.0_-0.00424771891290982,0.14379879248298225,0.0_1.0_-1_false;
3.5990400857510854,-0.1246260380549459,0.0_9.402457518672302E-4,-4.062190938824213E-5,0.0_1836.15_1_false;-3.3898003441390765,-0.041331180416651354,0.0_-8.861934107710764E-4,-2.305961913300149E-5,0.0_1836.15_1_false;-368.41886835320673,402.3632279322634,0.0_-0.0950005264959296,0.10313008268975976,0.0_1.0_-1_false;-15.7766832077003,474.61911876435954,0.0_-0.004247679607783892,0.14379875590452204,0.0_1.0_-1_false;
3.5999803872352945,-0.12466666060993721,0.0_9.403014842091666E-4,-4.062255499130612E-5,0.0_1836.15_1_false;-3.3906865932953476,-0.04135423935256539,0.0_-8.862491562712537E-4,-2.3058935914029963E-5,0.0_1836.15_1_false;-368.51386889482546,402.46635798243824,0.0_-0.09500054161874252,0.10313005017482631,0.0_1.0_-1_false;-15.780930848024767,474.76291748371057,0.0_-0.004247640324467089,0.14379871935100688,0.0_1.0_-1_false;
3.6009207444227265,-0.1247072838101617,0.0_9.403571874321484E-4,-4.062320022448886E-5,0.0_1836.15_1_false;-3.3915728981679933,-0.041377297605651876,0.0_-8.863048726456238E-4,-2.3058253086491433E-5,0.0_1836.15_1_false;-368.60886945155784,402.5694880001128,0.0_-0.09500055673234648,0.10313001767454483,0.0_1.0_-1_false;-15.785178449087708,474.906716166533,0.0_-0.0042476010629416815,0.14379868282241196,0.0_1.0_-1_false;
3.601861157284284,-0.12474790765524979,0.0_9.40412861557216E-4,-4.06238450880844E-5,0.0_1836.15_1_false;-3.3924592587279085,-0.04140035517630195,0.0_-8.863605599152323E-4,-2.305757065007323E-5,0.0_1836.15_1_false;-368.7038700233946,402.6726179853017,0.0_-0.09500057183674933,0.10312998518890588,0.0_1.0_-1_false;-15.789426010910898,475.0505148128517,0.0_-0.004247561823189959,0.14379864631871256,0.0_1.0_-1_false;
3.6028016257908893,-0.12478853214483218,0.0_9.404685066053914E-4,-4.062448958238649E-5,0.0_1836.15_1_false;-3.39334567494601,-0.04142341206490641,0.0_-8.864162181011067E-4,-2.3056888604462986E-5,0.0_1836.15_1_false;-368.79887061032656,402.7757479380196,0.0_-0.09500058693195891,0.10312995271790001,0.0_1.0_-1_false;-15.793673533516092,475.1943134226916,0.0_-0.004247522605194231,0.14379860983988396,0.0_1.0_-1_false;
3.603742149913487,-0.12482915727853987,0.0_9.405241225976775E-4,-4.06251337076886E-5,0.0_1836.15_1_false;-3.394232146793234,-0.04144646827185576,0.0_-8.864718472242554E-4,-2.305620694934865E-5,0.0_1836.15_1_false;-368.89387121234455,402.8788778582811,0.0_-0.09500060201798306,0.10312992026151778,0.0_1.0_-1_false;-15.797921016925029,475.3381119960775,0.0_-0.004247483408936821,0.14379857338590146,0.0_1.0_-1_false;
3.604682729623042,-0.12486978305600416,0.0_9.40579709555059E-4,-4.0625777464283916E-5,0.0_1836.15_1_false;-3.39511867424054,-0.04146952379754018,0.0_-8.865274473056681E-4,-2.305552568441848E-5,0.0_1836.15_1_false;-368.9888718294394,402.98200774610086,0.0_-0.09500061709482963,0.10312988781974974,0.0_1.0_-1_false;-15.802168461159429,475.48191053303424,0.0_-0.004247444234400077,0.14379853695674044,0.0_1.0_-1_false;
3.6056233648905405,-0.12491040947685662,0.0_9.406352674985014E-4,-4.062642085246531E-5,0.0_1836.15_1_false;-3.3960052572589063,-0.041492578642349544,0.0_-8.865830183663161E-4,-2.3054844809361054E-5,0.0_1836.15_1_false;-369.0838724616019,403.08513760149344,0.0_-0.0950006321625064,0.1031298553925865,0.0_1.0_-1_false;-15.806415866240995,475.6257090335866,0.0_-0.004247405081566364,0.14379850055237628,0.0_1.0_-1_false;
3.6065640556869893,-0.12495103654072914,0.0_9.406907964489518E-4,-4.062706387252539E-5,0.0_1836.15_1_false;-3.3968918958193335,-0.04151563280667341,0.0_-8.866385604271514E-4,-2.3054164323865248E-5,0.0_1836.15_1_false;-369.1788731088229,403.18826742447345,0.0_-0.09500064722102122,0.10312982298001863,0.0_1.0_-1_false;-15.810663232191413,475.7695074977594,0.0_-0.004247365950418065,0.14379846417278436,0.0_1.0_-1_false;
3.6075048019834166,-0.1249916642472539,0.0_9.407462964273387E-4,-4.062770652475646E-5,0.0_1836.15_1_false;-3.3977785898928428,-0.04153868629090103,0.0_-8.866940735091082E-4,-2.305348422762026E-5,0.0_1836.15_1_false;-369.2738737710933,403.2913972150555,0.0_-0.09500066227038188,0.10312979058203671,0.0_1.0_-1_false;-15.81491055903235,475.91330592557733,0.0_-0.004247326840937579,0.1437984278179401,0.0_1.0_-1_false;
3.608445603750871,-0.12503229259606335,0.0_9.408017674545721E-4,-4.0628348809450546E-5,0.0_1836.15_1_false;-3.398665339450476,-0.041561739095421345,0.0_-8.867495576331015E-4,-2.3052804520315583E-5,0.0_1836.15_1_false;-369.3688744484039,403.39452697325413,0.0_-0.09500067731059617,0.10312975819863136,0.0_1.0_-1_false;-15.819157846785458,476.0571043170651,0.0_-0.004247287753107329,0.14379839148781903,0.0_1.0_-1_false;
3.609386460960423,-0.12507292158679026,0.0_9.408572095515429E-4,-4.0628990726899375E-5,0.0_1836.15_1_false;-3.399552144463296,-0.04158479122062299,0.0_-8.86805012820028E-4,-2.3052125201641036E-5,0.0_1836.15_1_false;-369.4638751407456,403.4976566990839,0.0_-0.09500069234167187,0.10312972582979316,0.0_1.0_-1_false;-15.823405095472369,476.20090267224754,0.0_-0.004247248686909753,0.14379835518239661,0.0_1.0_-1_false;
3.610327373583162,-0.12511355121906764,0.0_9.409126227391241E-4,-4.0629632277394395E-5,0.0_1836.15_1_false;-3.4004390049023865,-0.041607842666894275,0.0_-8.868604390907654E-4,-2.3051446271286733E-5,0.0_1836.15_1_false;-369.5588758481092,403.6007863925594,0.0_-0.09500070736361677,0.10312969347551275,0.0_1.0_-1_false;-15.827652305114697,476.3447009911492,0.0_-0.004247209642327309,0.14379831890164843,0.0_1.0_-1_false;
3.6112683415902,-0.12515418149252888,0.0_9.409680070381695E-4,-4.063027346122677E-5,0.0_1836.15_1_false;-3.4013259207388526,-0.04163089343462322,0.0_-8.869158364661733E-4,-2.3050767728943113E-5,0.0_1836.15_1_false;-369.65387657048564,403.7039160536952,0.0_-0.09500072237643864,0.10312966113578072,0.0_1.0_-1_false;-15.831899475734039,476.48849927379473,0.0_-0.004247170619342471,0.14379828264555003,0.0_1.0_-1_false;
3.6122093649526694,-0.12519481240680758,0.0_9.410233624695147E-4,-4.0630914278687354E-5,0.0_1836.15_1_false;-3.4022128919438197,-0.041653943524197524,0.0_-8.869712049670925E-4,-2.305008957430091E-5,0.0_1836.15_1_false;-369.74887730786577,403.80704568250576,0.0_-0.09500073738014526,0.10312962881058772,0.0_1.0_-1_false;-15.836146607351976,476.6322975202088,0.0_-0.004247131617937735,0.14379824641407699,0.0_1.0_-1_false;
3.6131504436417234,-0.12523544396153763,0.0_9.410786890539769E-4,-4.0631554730066743E-5,0.0_1836.15_1_false;-3.403099918488434,-0.041676992936004575,0.0_-8.870265446143453E-4,-2.3049411807051166E-5,0.0_1836.15_1_false;-369.8438780602405,403.91017527900567,0.0_-0.09500075237474435,0.10312959649992438,0.0_1.0_-1_false;-15.840393699990072,476.776095730416,0.0_-0.004247092638095614,0.14379821020720496,0.0_1.0_-1_false;
3.614091577628536,-0.12527607615635328,0.0_9.411339868123545E-4,-4.0632194815655226E-5,0.0_1836.15_1_false;-3.4039870003438626,-0.04170004167043146,0.0_-8.870818554287356E-4,-2.3048734426885237E-5,0.0_1836.15_1_false;-369.9388788276008,404.0133048432094,0.0_-0.09500076736024368,0.10312956420378136,0.0_1.0_-1_false;-15.84464075366987,476.9198939044409,0.0_-0.004247053679798637,0.1437981740249096,0.0_1.0_-1_false;
3.615032766884301,-0.125316708990889,0.0_9.411892557654275E-4,-4.063283453574282E-5,0.0_1836.15_1_false;-3.4048741374812934,-0.041723089727864954,0.0_-8.871371374310487E-4,-2.304805743349479E-5,0.0_1836.15_1_false;-370.0338796099374,404.1164343751316,0.0_-0.09500078233665098,0.10312953192214927,0.0_1.0_-1_false;-15.848887768412899,477.0636920423081,0.0_-0.004247014743029357,0.14379813786716666,0.0_1.0_-1_false;
3.615974011380235,-0.12535734246477961,0.0_9.412444959339577E-4,-4.063347389061924E-5,0.0_1836.15_1_false;-3.4057613298719356,-0.041746137108691524,0.0_-8.871923906420514E-4,-2.3047380826571787E-5,0.0_1836.15_1_false;-370.12888040724135,404.2195638747866,0.0_-0.09500079730397398,0.1031294996550188,0.0_1.0_-1_false;-15.85313474424067,477.2074901440421,0.0_-0.00424697582777034,0.1437981017339518,0.0_1.0_-1_false;
3.6169153110875736,-0.1253979765776602,0.0_9.41299707338688E-4,-4.0634112880573925E-5,0.0_1836.15_1_false;-3.406648577487018,-0.041769183813297334,0.0_-8.872476150824922E-4,-2.304670460580851E-5,0.0_1836.15_1_false;-370.2238812195036,404.322693342189,0.0_-0.0950008122622204,0.10312946740238062,0.0_1.0_-1_false;-15.857381681174674,477.3512882096673,0.0_-0.004246936934004173,0.14379806562524078,0.0_1.0_-1_false;
3.6178566659775737,-0.1254386113291661,0.0_9.413548900003431E-4,-4.0634751505896044E-5,0.0_1836.15_1_false;-3.407535880297791,-0.04179222984206823,0.0_-8.873028107731009E-4,-2.3046028770897536E-5,0.0_1836.15_1_false;-370.318882046715,404.42582277735323,0.0_-0.09500082721139795,0.10312943516422539,0.0_1.0_-1_false;-15.861628579236388,477.4950862392083,0.0_-0.004246898061713462,0.14379802954100943,0.0_1.0_-1_false;
3.6187980760215135,-0.12547924671893296,0.0_9.414100439396293E-4,-4.063538976687445E-5,0.0_1836.15_1_false;-3.4084232382755255,-0.04181527519538976,0.0_-8.873579777345892E-4,-2.3045353321531755E-5,0.0_1836.15_1_false;-370.4138828888665,404.5289521802938,0.0_-0.09500084215151433,0.1031294029405438,0.0_1.0_-1_false;-15.865875438447269,477.6388842326896,0.0_-0.004246859210880829,0.1437979934812335,0.0_1.0_-1_false;
3.6197395411906905,-0.12551988274659676,0.0_9.414651691772347E-4,-4.0636027663797734E-5,0.0_1836.15_1_false;-3.4093106513915132,-0.04183831987364716,0.0_-8.874131159876502E-4,-2.3044678257404357E-5,0.0_1836.15_1_false;-370.5088837459491,404.6320815510251,0.0_-0.09500085708257723,0.10312937073132654,0.0_1.0_-1_false;-15.870122258828758,477.78268219013546,0.0_-0.004246820381488915,0.14379795744588894,0.0_1.0_-1_false;
3.620681061456424,-0.12556051941179372,0.0_9.415202657338284E-4,-4.063666519695418E-5,0.0_1836.15_1_false;-3.4101981196170663,-0.04186136387722537,0.0_-8.874682255529587E-4,-2.3044003578208844E-5,0.0_1836.15_1_false;-370.6038846179537,404.7352108895617,0.0_-0.09500087200459435,0.1031293385365643,0.0_1.0_-1_false;-15.874369040402279,477.9264801115704,0.0_-0.004246781573520381,0.14379792143495157,0.0_1.0_-1_false;
3.6216226367900544,-0.12560115671416036,0.0_9.415753336300619E-4,-4.063730236663183E-5,0.0_1836.15_1_false;-3.4110856429235175,-0.04188440720650901,0.0_-8.87523306451171E-4,-2.3043329283639014E-5,0.0_1836.15_1_false;-370.69888550487127,404.83834019591797,0.0_-0.09500088691757337,0.10312930635624779,0.0_1.0_-1_false;-15.878615783189236,478.0702779970188,0.0_-0.004246742786957905,0.1437978854483973,0.0_1.0_-1_false;
3.6225642671629408,-0.12564179465333347,0.0_9.416303728865678E-4,-4.06379391731184E-5,0.0_1836.15_1_false;-3.4119732212822202,-0.0419074498618824,0.0_-8.875783587029252E-4,-2.304265537338898E-5,0.0_1836.15_1_false;-370.7938864066928,404.94146947010836,0.0_-0.09500090182152195,0.10312927419036771,0.0_1.0_-1_false;-15.882862487211021,478.214075846505,0.0_-0.0042467040217841825,0.14379784948620208,0.0_1.0_-1_false;
3.6235059525464646,-0.12568243322895017,0.0_9.416853835239607E-4,-4.0638575616701344E-5,0.0_1836.15_1_false;-3.412860854664549,-0.04193049184372955,0.0_-8.876333823288411E-4,-2.3041981847153153E-5,0.0_1836.15_1_false;-370.8888873234093,405.04459871214726,0.0_-0.09500091671644777,0.1031292420389148,0.0_1.0_-1_false;-15.887109152489003,478.3578736600534,0.0_-0.004246665277981928,0.1437978135483419,0.0_1.0_-1_false;
3.6244476929120273,-0.12572307244064784,0.0_9.417403655628369E-4,-4.0639211697667814E-5,0.0_1836.15_1_false;-3.4137485430418986,-0.04195353315243418,0.0_-8.876883773495201E-4,-2.304130870462625E-5,0.0_1836.15_1_false;-370.98388825501166,405.1477279220491,0.0_-0.09500093160235847,0.10312920990187976,0.0_1.0_-1_false;-15.891355779044538,478.5016714376882,0.0_-0.004246626555533875,0.14379777763479276,0.0_1.0_-1_false;
3.625389488231051,-0.12576371228806416,0.0_9.417953190237741E-4,-4.0639847416304705E-5,0.0_1836.15_1_false;-3.4146362863856843,-0.041976573788379684,0.0_-8.877433437855454E-4,-2.3040635945503292E-5,0.0_1836.15_1_false;-371.07888920149094,405.25085709982835,0.0_-0.09500094647926169,0.10312917777925336,0.0_1.0_-1_false;-15.895602366898961,478.6454691794337,0.0_-0.004246587854422774,0.1437977417455307,0.0_1.0_-1_false;
