Simulation_ID-0_NAME-TEST
Particle Count: 4
-6.0,0.0,0.0_0.0,0.0,0.01_1836.15_1;6.0,0.0,0.0_0.0,0.0,0.01_1836.15_1;-11.0,0.0,0.0_0.0,0.0,0.0_1.0_-1;11.0,0.0,0.0_0.0,0.0,0.0_1.0_-1;
-6.614954286361035,0.0,56.27664606043152_-2.049150211887541E-4,0.0,0.00997180783725423_1836.15_1;6.614954286361939,0.0,56.276646060435446_2.0491502118905142E-4,0.0,0.009971807837254943_1836.15_1;-243.45030751103243,0.0,299.9423361511164_-0.044888386249786465,0.0,0.05176503962805457_1.0_-1;243.450307509361,0.0,299.94233612004894_0.04488838624923895,0.0,0.051765039622033326_1.0_-1;
-6.6151592324987005,0.0,56.28661786833377_-2.049461376653175E-4,0.0,0.009971807902255755_1836.15_1;6.615159232499604,0.0,56.2866178683377_2.0494613766561481E-4,0.0,0.009971807902256468_1836.15_1;-243.49519582034827,0.0,299.9941010713919_-0.044888309315830675,0.0,0.0517649202755045_1.0_-1;243.4951958186763,0.0,299.9941010403184_0.04488830931528314,0.0,0.05176492026948324_1.0_-1;
-6.615364209750914,0.0,56.296589676301004_-2.0497725221350115E-4,0.0,0.009971807967233721_1836.15_1;6.615364209751817,0.0,56.29658967630493_2.0497725221379852E-4,0.0,0.009971807967234434_1836.15_1;-243.54008405275619,0.0,300.04586587235815_-0.04488823240792642,0.0,0.051764800966213144_1.0_-1;243.54008405108368,0.0,300.0458658412786_0.04488823240737887,0.0,0.05176480096019187_1.0_-1;
-6.6155692181157475,0.0,56.306561484333194_-2.0500836483319185E-4,0.0,0.00997180803218814_1836.15_1;6.615569218116651,0.0,56.306561484337124_2.0500836483348925E-4,0.0,0.009971808032188853_1836.15_1;-243.58497220828224,0.0,300.0976305540583_-0.044888155526060444,0.0,0.05176468170015692_1.0_-1;243.5849722066092,0.0,300.09763052297274_0.04488815552551287,0.0,0.05176468169413564_1.0_-1;
-6.615774257591272,0.0,56.316533292430314_-2.050394755242765E-4,0.0,0.009971808097119025_1836.15_1;6.615774257592175,0.0,56.316533292434244_2.050394755245739E-4,0.0,0.009971808097119738_1836.15_1;-243.62986028695246,0.0,300.14939511653563_-0.04488807867021951,0.0,0.05176456247731226_1.0_-1;243.62986028527885,0.0,300.14939508544404_0.044888078669671906,0.0,0.05176456247129098_1.0_-1;
-6.615979328175558,0.0,56.32650510059234_-2.0507058428664195E-4,0.0,0.00997180816202639_1836.15_1;6.615979328176462,0.0,56.32650510059627_2.0507058428693937E-4,0.0,0.009971808162027102_1836.15_1;-243.67474828879284,0.0,300.2011595598333_-0.04488800184039039,0.0,0.05176444329765562_1.0_-1;243.6747482871187,0.0,300.2011595287357_0.04488800183984277,0.0,0.051764443291634335_1.0_-1;
-6.616184429866678,0.0,56.33647690881925_-2.051016911201753E-4,0.0,0.009971808226910244_1836.15_1;6.616184429867583,0.0,56.33647690882318_2.0510169112047274E-4,0.0,0.009971808226910957_1836.15_1;-243.7196362138294,0.0,300.25292388399447_-0.04488792503655987,0.0,0.05176432416116348_1.0_-1;243.7196362121547,0.0,300.25292385289083_0.04488792503601222,0.0,0.051764324155142184_1.0_-1;
-6.616389562662703,0.0,56.34644871711102_-2.0513279602476362E-4,0.0,0.009971808291770605_1836.15_1;6.616389562663608,0.0,56.34644871711495_2.0513279602506107E-4,0.0,0.009971808291771318_1836.15_1;-243.76452406208813,0.0,300.30468808906227_-0.044887848258714724,0.0,0.05176420506781232_1.0_-1;243.76452406041287,0.0,300.3046880579526_0.04488784825816706,0.0,0.05176420506179102_1.0_-1;
-6.616594726561703,0.0,56.356420525467634_-2.0516389900029406E-4,0.0,0.009971808356607482_1836.15_1;6.616594726562608,0.0,56.35642052547156_2.0516389900059154E-4,0.0,0.009971808356608195_1836.15_1;-243.80941183359496,0.0,300.3564521750798_-0.044887771506841756,0.0,0.05176408601757864_1.0_-1;243.80941183191916,0.0,300.35645214396413_0.04488777150629406,0.0,0.05176408601155733_1.0_-1;
-6.61679992156175,0.0,56.36639233388905_-2.0519500004665395E-4,0.0,0.00997180842142089_1836.15_1;6.616799921562655,0.0,56.36639233389298_2.0519500004695143E-4,0.0,0.009971808421421603_1836.15_1;-243.8542995283759,0.0,300.4082161420903_-0.04488769478092777,0.0,0.05176396701043897_1.0_-1;243.85429952669955,0.0,300.40821611096857_0.04488769478038006,0.0,0.051763967004417655_1.0_-1;
-6.6170051476609135,0.0,56.376364142375266_-2.0522609916373053E-4,0.0,0.009971808486210841_1836.15_1;6.617005147661819,0.0,56.376364142379195_2.0522609916402804E-4,0.0,0.009971808486211554_1836.15_1;-243.89918714645685,0.0,300.4599799901367_-0.04488761808095958,0.0,0.05176384804636984_1.0_-1;243.89918714477997,0.0,300.45997995900893_0.04488761808041185,0.0,0.05176384804034852_1.0_-1;
-6.617210404857265,0.0,56.386335950926245_-2.0525719635141124E-4,0.0,0.00997180855097735_1836.15_1;6.61721040485817,0.0,56.386335950930174_2.0525719635170877E-4,0.0,0.009971808550978062_1836.15_1;-243.94407468786378,0.0,300.51174371926203_-0.044887541406924025,0.0,0.05176372912534781_1.0_-1;243.94407468618635,0.0,300.51174368812826_0.04488754140637626,0.0,0.05176372911932648_1.0_-1;
-6.617415693148875,0.0,56.39630775954197_-2.0528829160958354E-4,0.0,0.009971808615720425_1836.15_1;6.61741569314978,0.0,56.3963077595459_2.052882916098811E-4,0.0,0.009971808615721138_1836.15_1;-243.98896215262258,0.0,300.5635073295094_-0.044887464758807914,0.0,0.05176361024734945_1.0_-1;243.98896215094462,0.0,300.5635072983696_0.04488746475826013,0.0,0.05176361024132811_1.0_-1;
-6.617621012533813,0.0,56.40627956822241_-2.0531938493813506E-4,0.0,0.009971808680440081_1836.15_1;6.617621012534718,0.0,56.40627956822634_2.0531938493843261E-4,0.0,0.009971808680440794_1836.15_1;-244.03384954075918,0.0,300.61527082092175_-0.0448873881365981,0.0,0.051763491412351356_1.0_-1;244.03384953908068,0.0,300.61527078977593_0.04488738813605029,0.0,0.051763491406330006_1.0_-1;
-6.61782636301015,0.0,56.416251376967544_-2.053504763369534E-4,0.0,0.009971808745136333_1836.15_1;6.617826363011055,0.0,56.41625137697147_2.0535047633725095E-4,0.0,0.009971808745137046_1836.15_1;-244.07873685229947,0.0,300.66703419354207_-0.04488731154028143,0.0,0.05176337262033013_1.0_-1;244.0787368506204,0.0,300.6670341623902_0.0448873115397336,0.0,0.051763372614308766_1.0_-1;
-6.618031744575956,0.0,56.42622318577735_-2.053815658059262E-4,0.0,0.00997180880980919_1836.15_1;6.618031744576861,0.0,56.42622318578128_2.053815658062238E-4,0.0,0.009971808809809904_1836.15_1;-244.12362408726932,0.0,300.71879744741335_-0.04488723496984477,0.0,0.05176325387126239_1.0_-1;244.1236240855897,0.0,300.7187974162555_0.04488723496929691,0.0,0.05176325386524101_1.0_-1;
-6.6182371572293,0.0,56.436194994651814_-2.0541265334494139E-4,0.0,0.009971808874458669_1836.15_1;6.618237157230206,0.0,56.43619499465574_2.0541265334523897E-4,0.0,0.009971808874459382_1836.15_1;-244.1685112456946,0.0,300.77056058257847_-0.044887158425274985,0.0,0.051763135165124784_1.0_-1;244.16851124401444,0.0,300.7705605514146_0.0448871584247271,0.0,0.0517631351591034_1.0_-1;
-6.618442600968255,0.0,56.4461668035909_-2.0544373895388672E-4,0.0,0.009971808939084777_1836.15_1;6.618442600969161,0.0,56.44616680359483_2.0544373895418433E-4,0.0,0.00997180893908549_1836.15_1;-244.21339832760114,0.0,300.82232359908033_-0.044887081906558955,0.0,0.051763016501893966_1.0_-1;244.21339832592045,0.0,300.8223235679105_0.044887081906011046,0.0,0.05176301649587257_1.0_-1;
-6.618648075790888,0.0,56.456138612594586_-2.0547482263265018E-4,0.0,0.009971809003687533_1836.15_1;6.618648075791794,0.0,56.456138612598515_2.0547482263294782E-4,0.0,0.009971809003688246_1836.15_1;-244.2582853330148,0.0,300.87408649696187_-0.04488700541368356,0.0,0.05176289788154661_1.0_-1;244.25828533133358,0.0,300.874086465786_0.04488700541313563,0.0,0.05176289787552521_1.0_-1;
-6.6188535816952685,0.0,56.466110421662854_-2.055059043811198E-4,0.0,0.009971809068266946_1836.15_1;6.618853581696175,0.0,56.466110421666784_2.055059043814175E-4,0.0,0.009971809068267659_1836.15_1;-244.30317226196144,0.0,300.9258492762659_-0.0448869289466357,0.0,0.051762779304059404_1.0_-1;244.30317226027967,0.0,300.925849245084_0.04488692894608775,0.0,0.051762779298038006_1.0_-1;
-6.619059118679468,0.0,56.476082230795676_-2.055369841991837E-4,0.0,0.009971809132823028_1836.15_1;6.619059118680375,0.0,56.476082230799605_2.0553698419948139E-4,0.0,0.009971809132823741_1836.15_1;-244.34805911446685,0.0,300.9776119370353_-0.04488685250540228,0.0,0.05176266076940907_1.0_-1;244.3480591127845,0.0,300.9776119058474_0.0448868525048543,0.0,0.05176266076338766_1.0_-1;
-6.6192646867415545,0.0,56.48605403999303_-2.0556806208673E-4,0.0,0.009971809197355793_1836.15_1;6.619264686742462,0.0,56.486054039996965_2.055680620870277E-4,0.0,0.009971809197356506_1836.15_1;-244.39294589055683,0.0,301.0293744793129_-0.04488677608997021,0.0,0.05176254227757232_1.0_-1;244.39294588887392,0.0,301.029374448119_0.0448867760894222,0.0,0.0517625422715509_1.0_-1;
-6.619470285879598,0.0,56.49602584925489_-2.05599138043647E-4,0.0,0.009971809261865253_1836.15_1;6.619470285880507,0.0,56.49602584925883_2.055991380439447E-4,0.0,0.009971809261865966_1836.15_1;-244.43783259025716,0.0,301.0811369031414_-0.04488669970032642,0.0,0.0517624238285259_1.0_-1;244.4378325885737,0.0,301.08113687194145_0.04488669969977838,0.0,0.05176242382250447_1.0_-1;
-6.619675916091667,0.0,56.505997658581244_-2.0563021206982304E-4,0.0,0.009971809326351421_1836.15_1;6.619675916092577,0.0,56.50599765858518_2.0563021207012074E-4,0.0,0.009971809326352134_1836.15_1;-244.4827192135936,0.0,301.13289920856363_-0.04488662333645782,0.0,0.05176230542224657_1.0_-1;244.48271921190963,0.0,301.1328991773577_0.04488662333590976,0.0,0.051762305416225125_1.0_-1;
-6.619881577375833,0.0,56.515969467972056_-2.0566128416514651E-4,0.0,0.009971809390814311_1836.15_1;6.619881577376742,0.0,56.51596946797599_2.056612841654442E-4,0.0,0.009971809390815024_1836.15_1;-244.52760576059197,0.0,301.18466139562236_-0.044886546998351366,0.0,0.05176218705871111_1.0_-1;244.52760575890744,0.0,301.1846613644104_0.04488654699780328,0.0,0.05176218705268965_1.0_-1;
-6.6200872697301625,0.0,56.52594127742731_-2.056923543295059E-4,0.0,0.009971809455253935_1836.15_1;6.620087269731072,0.0,56.525941277431244_2.056923543298036E-4,0.0,0.009971809455254648_1836.15_1;-244.57249223127795,0.0,301.23642346436026_-0.044886470685994,0.0,0.0517620687378963_1.0_-1;244.57249222959288,0.0,301.23642343314225_0.04488647068544589,0.0,0.05176206873187484_1.0_-1;
-6.6202929931527255,0.0,56.53591308694698_-2.0572342256278977E-4,0.0,0.009971809519670305_1836.15_1;6.620292993153635,0.0,56.53591308695091_2.0572342256308752E-4,0.0,0.009971809519671018_1836.15_1;-244.61737862567733,0.0,301.28818541482_-0.044886394399372684,0.0,0.05176195045977896_1.0_-1;244.6173786239917,0.0,301.288185383596_0.044886394398824546,0.0,0.05176195045375749_1.0_-1;
-6.62049874764159,0.0,56.54588489653104_-2.0575448886488675E-4,0.0,0.009971809584063433_1836.15_1;6.6204987476425,0.0,56.54588489653498_2.0575448886518452E-4,0.0,0.009971809584064146_1836.15_1;-244.6622649438158,0.0,301.33994724704434_-0.04488631813847437,0.0,0.05176183222433591_1.0_-1;244.6622649421296,0.0,301.3399472158143_0.04488631813792621,0.0,0.05176183221831444_1.0_-1;
-6.620704533194826,0.0,56.555856706179476_-2.0578555323568558E-4,0.0,0.009971809648433333_1836.15_1;6.620704533195736,0.0,56.55585670618341_2.0578555323598336E-4,0.0,0.009971809648434046_1836.15_1;-244.7071511857191,0.0,301.3917089610759_-0.04488624190328605,0.0,0.051761714031544004_1.0_-1;244.70715118403234,0.0,301.3917089298398_0.04488624190273786,0.0,0.051761714025522515_1.0_-1;
-6.620910349810501,0.0,56.56582851589226_-2.0581661567507507E-4,0.0,0.009971809712780017_1836.15_1;6.620910349811412,0.0,56.56582851589619_2.0581661567537285E-4,0.0,0.00997180971278073_1836.15_1;-244.7520373514129,0.0,301.44347055695727_-0.0448861656937947,0.0,0.051761595881380094_1.0_-1;244.75203734972558,0.0,301.44347052571516_0.04488616569324648,0.0,0.05176159587535859_1.0_-1;
-6.621116197486684,0.0,56.57580032566936_-2.0584767618294408E-4,0.0,0.009971809777103498_1836.15_1;6.621116197487595,0.0,56.5758003256733_2.0584767618324185E-4,0.0,0.00997180977710421_1836.15_1;-244.79692344092288,0.0,301.4952320347311_-0.044886089509987306,0.0,0.051761477773821056_1.0_-1;244.79692343923503,0.0,301.49523200348295_0.044886089509439064,0.0,0.05176147776779954_1.0_-1;
-6.621322076221443,0.0,56.585772135510766_-2.058787347591815E-4,0.0,0.009971809841403787_1836.15_1;6.621322076222355,0.0,56.5857721355147_2.058787347594793E-4,0.0,0.0099718098414045_1836.15_1;-244.84180945427474,0.0,301.54699339443994_-0.04488601335185088,0.0,0.05176135970884378_1.0_-1;244.84180945258635,0.0,301.5469933631858_0.04488601335130261,0.0,0.05176135970282226_1.0_-1;
-6.621527986012846,0.0,56.595743945416444_-2.0590979140367642E-4,0.0,0.009971809905680898_1836.15_1;6.621527986013759,0.0,56.59574394542038_2.0590979140397425E-4,0.0,0.009971809905681611_1836.15_1;-244.8866953914941,0.0,301.5987546361264_-0.044885937219372424,0.0,0.05176124168642519_1.0_-1;244.88669538980517,0.0,301.5987546048662_0.04488593721882413,0.0,0.051761241680403657_1.0_-1;
-6.621733926858962,0.0,56.60571575538638_-2.0594084611631793E-4,0.0,0.009971809969934844_1836.15_1;6.621733926859876,0.0,56.605715755390314_2.0594084611661576E-4,0.0,0.009971809969935557_1836.15_1;-244.93158125260663,0.0,301.65051575983296_-0.04488586111253896,0.0,0.05176112370654219_1.0_-1;244.93158125091716,0.0,301.65051572856675_0.044885861111990645,0.0,0.051761123700520655_1.0_-1;
-6.621939898757859,0.0,56.615687565420544_-2.0597189889699522E-4,0.0,0.009971810034165637_1836.15_1;6.621939898758773,0.0,56.61568756542448_2.0597189889729305E-4,0.0,0.00997181003416635_1836.15_1;-244.97646703763797,0.0,301.7022767656021_-0.044885785031337506,0.0,0.051761005769171746_1.0_-1;244.97646703594796,0.0,301.70227673432987_0.044885785030789174,0.0,0.051761005763150195_1.0_-1;
-6.622145901707604,0.0,56.625659375518914_-2.060029497455975E-4,0.0,0.009971810098373288_1836.15_1;6.622145901708519,0.0,56.62565937552285_2.0600294974589534E-4,0.0,0.009971810098374001_1836.15_1;-245.02135274661373,0.0,301.7540376534764_-0.04488570897575511,0.0,0.051760887874290805_1.0_-1;245.02135274492318,0.0,301.75403762219815_0.04488570897520675,0.0,0.05176088786826925_1.0_-1;
-6.622351935706266,0.0,56.635631185681476_-2.0603399866201417E-4,0.0,0.009971810162557812_1836.15_1;6.622351935707181,0.0,56.63563118568541_2.06033998662312E-4,0.0,0.009971810162558525_1836.15_1;-245.0662383795595,0.0,301.8057984234983_-0.04488563294577882,0.0,0.051760770021876346_1.0_-1;245.06623837786842,0.0,301.805798392214_0.04488563294523043,0.0,0.05176077001585479_1.0_-1;
-6.622558000751913,0.0,56.64560299590819_-2.060650456461346E-4,0.0,0.009971810226719221_1836.15_1;6.622558000752828,0.0,56.645602995912135_2.0606504564643242E-4,0.0,0.009971810226719934_1836.15_1;-245.11112393650092,0.0,301.8575590757102_-0.04488555694139568,0.0,0.051760652211905366_1.0_-1;245.11112393480926,0.0,301.8575590444199_0.04488555694084727,0.0,0.0517606522058838_1.0_-1;
-6.6227640968426105,0.0,56.65557480619905_-2.0609609069784825E-4,0.0,0.009971810290857527_1836.15_1;6.622764096843526,0.0,56.65557480620299_2.0609609069814608E-4,0.0,0.00997181029085824_1836.15_1;-245.1560094174635,0.0,301.9093196101545_-0.04488548096259275,0.0,0.051760534444354876_1.0_-1;245.1560094157713,0.0,301.90931957885823_0.04488548096204432,0.0,0.051760534438333304_1.0_-1;
-6.622970223976427,0.0,56.665546616554025_-2.0612713381704475E-4,0.0,0.009971810354972743_1836.15_1;6.622970223977344,0.0,56.66554661655797_2.0612713381734258E-4,0.0,0.009971810354973456_1836.15_1;-245.20089482247286,0.0,301.96108002687373_-0.044885405009357095,0.0,0.0517604167192019_1.0_-1;245.20089482078012,0.0,301.9610799955714_0.04488540500880865,0.0,0.05176041671318032_1.0_-1;
-6.6231763821514305,0.0,56.67551842697309_-2.061581750036137E-4,0.0,0.009971810419064881_1836.15_1;6.623176382152348,0.0,56.675518426977035_2.0615817500391155E-4,0.0,0.009971810419065594_1836.15_1;-245.24578015155453,0.0,302.01284032591013_-0.04488532908167581,0.0,0.051760299036423485_1.0_-1;245.24578014986125,0.0,302.0128402946018_0.04488532908112735,0.0,0.05176029903040189_1.0_-1;
-6.6233825713656875,0.0,56.68549023745623_-2.061892142574448E-4,0.0,0.009971810483133954_1836.15_1;6.623382571366606,0.0,56.68549023746017_2.061892142577427E-4,0.0,0.009971810483134667_1836.15_1;-245.29066540473406,0.0,302.0646005073061_-0.044885253179535976,0.0,0.05176018139599669_1.0_-1;245.29066540304024,0.0,302.06460047599177_0.04488525317898749,0.0,0.05176018138997509_1.0_-1;
-6.623588791617266,0.0,56.69546204800341_-2.0622025157842792E-4,0.0,0.009971810547179973_1836.15_1;6.623588791618185,0.0,56.69546204800735_2.0622025157872583E-4,0.0,0.009971810547180686_1836.15_1;-245.33555058203697,0.0,302.116360571104_-0.04488517730292469,0.0,0.05176006379789859_1.0_-1;245.3355505803426,0.0,302.11636053978367_0.044885177302376185,0.0,0.051760063791876976_1.0_-1;
-6.6237950429042325,0.0,56.70543385861461_-2.0625128696645287E-4,0.0,0.00997181061120295_1836.15_1;6.623795042905152,0.0,56.705433858618555_2.062512869667508E-4,0.0,0.009971810611203663_1836.15_1;-245.3804356834888,0.0,302.1681205173461_-0.04488510145182906,0.0,0.05175994624210628_1.0_-1;245.3804356817939,0.0,302.16812048601975_0.04488510145128053,0.0,0.05175994623608465_1.0_-1;
-6.624001325224654,0.0,56.715405669289815_-2.0628232042140966E-4,0.0,0.0099718106752029_1836.15_1;6.624001325225573,0.0,56.71540566929376_2.062823204217076E-4,0.0,0.009971810675203613_1836.15_1;-245.42532070911503,0.0,302.2198803460747_-0.04488502562623619,0.0,0.051759828728596864_1.0_-1;245.4253207074196,0.0,302.21988031474234_0.04488502562568764,0.0,0.05175982872257522_1.0_-1;
-6.624207638576597,0.0,56.725377480028996_-2.0631335194318826E-4,0.0,0.009971810739179835_1836.15_1;6.624207638577517,0.0,56.72537748003294_2.063133519434862E-4,0.0,0.009971810739180548_1836.15_1;-245.47020565894115,0.0,302.2716400573321_-0.04488494982613322,0.0,0.05175971125734748_1.0_-1;245.47020565724517,0.0,302.2716400259937_0.04488494982558464,0.0,0.05175971125132582_1.0_-1;
-6.624413982958129,0.0,56.73534929083213_-2.063443815316788E-4,0.0,0.009971810803133767_1836.15_1;6.624413982959049,0.0,56.735349290836076_2.0634438153197674E-4,0.0,0.00997181080313448_1836.15_1;-245.51509053299267,0.0,302.3233996511604_-0.04488487405150727,0.0,0.05175959382833525_1.0_-1;245.51509053129612,0.0,302.32339961981603_0.044884874050958666,0.0,0.05175959382231359_1.0_-1;
-6.6246203583673156,0.0,56.7453211016992_-2.0637540918677145E-4,0.0,0.00997181086706471_1836.15_1;6.624620358368236,0.0,56.74532110170314_2.063754091870694E-4,0.0,0.009971810867065422_1836.15_1;-245.55997533129502,0.0,302.37515912760193_-0.044884798302345486,0.0,0.051759476441537354_1.0_-1;245.55997532959793,0.0,302.37515909625154_0.044884798301796855,0.0,0.051759476435515685_1.0_-1;
-6.624826764802224,0.0,56.75529291263017_-2.0640643490835647E-4,0.0,0.009971810930972673_1836.15_1;6.624826764803144,0.0,56.75529291263411_2.064064349086544E-4,0.0,0.009971810930973386_1836.15_1;-245.60486005387367,0.0,302.42691848669887_-0.04488472257863502,0.0,0.05175935909693096_1.0_-1;245.604860052176,0.0,302.42691845534245_0.04488472257808636,0.0,0.05175935909090928_1.0_-1;
-6.62503320226092,0.0,56.76526472362502_-2.0643745869632419E-4,0.0,0.00997181099485767_1836.15_1;6.62503320226184,0.0,56.76526472362897_2.0643745869662212E-4,0.0,0.009971810994858383_1836.15_1;-245.64974470075404,0.0,302.4786777284934_-0.044884646880363005,0.0,0.05175924179449326_1.0_-1;245.64974469905582,0.0,302.47867769713093_0.044884646879814326,0.0,0.05175924178847157_1.0_-1;
-6.625239670741471,0.0,56.77523653468374_-2.0646848055056501E-4,0.0,0.009971811058719714_1836.15_1;6.625239670742391,0.0,56.775236534687686_2.0646848055086295E-4,0.0,0.009971811058720427_1836.15_1;-245.69462927196156,0.0,302.5304368530276_-0.044884571207516634,0.0,0.051759124534201464_1.0_-1;245.6946292702628,0.0,302.5304368216591_0.04488457120696794,0.0,0.05175912452817976_1.0_-1;
-6.625446170241942,0.0,56.7852083458063_-2.0649950047096942E-4,0.0,0.009971811122558816_1836.15_1;6.625446170242863,0.0,56.78520834581025_2.0649950047126742E-4,0.0,0.009971811122559529_1836.15_1;-245.73951376752163,0.0,302.58219586034363_-0.044884495560083074,0.0,0.0517590073160328_1.0_-1;245.73951376582232,0.0,302.58219582896913_0.04488449555953435,0.0,0.05175900731001109_1.0_-1;
-6.625652700760399,0.0,56.79518015699268_-2.0653051845742802E-4,0.0,0.00997181118637499_1836.15_1;6.625652700761321,0.0,56.79518015699662_2.06530518457726E-4,0.0,0.009971811186375704_1836.15_1;-245.7843981874597,0.0,302.6339547504836_-0.04488441993804951,0.0,0.0517588901399645_1.0_-1;245.7843981857598,0.0,302.6339547191031_0.044884419937500766,0.0,0.05175889013394279_1.0_-1;
-6.625859262294909,0.0,56.805151968242846_-2.0656153450983146E-4,0.0,0.009971811250168248_1836.15_1;6.6258592622958306,0.0,56.80515196824679_2.0656153451012945E-4,0.0,0.00997181125016896_1836.15_1;-245.82928253180108,0.0,302.6857135234896_-0.04488434434140312,0.0,0.051758773005973834_1.0_-1;245.82928253010067,0.0,302.68571349210305_0.044884344340854365,0.0,0.051758772999952116_1.0_-1;
-6.626065854843537,0.0,56.815123779556785_-2.065925486280704E-4,0.0,0.009971811313938601_1836.15_1;6.626065854844459,0.0,56.81512377956073_2.065925486283684E-4,0.0,0.009971811313939314_1836.15_1;-245.8741668005712,0.0,302.73747217940365_-0.044884268770131124,0.0,0.051758655914038075_1.0_-1;245.87416679887025,0.0,302.7374721480111_0.04488426876958235,0.0,0.05175865590801634_1.0_-1;
-6.626272478404349,0.0,56.825095590934474_-2.0662356081203566E-4,0.0,0.009971811377686065_1836.15_1;6.626272478405271,0.0,56.82509559093842_2.0662356081233366E-4,0.0,0.009971811377686778_1836.15_1;-245.91905099379542,0.0,302.7892307182678_-0.04488419322422073,0.0,0.05175853886413451_1.0_-1;245.91905099209393,0.0,302.7892306868692_0.044884193223671924,0.0,0.05175853885811277_1.0_-1;
-6.626479132975411,0.0,56.835067402375884_-2.0665457106161812E-4,0.0,0.009971811441410648_1836.15_1;6.626479132976333,0.0,56.83506740237983_2.0665457106191612E-4,0.0,0.009971811441411361_1836.15_1;-245.96393511149907,0.0,302.840989140124_-0.04488411770365914,0.0,0.05175842185624044_1.0_-1;245.96393510979703,0.0,302.8409891087194_0.044884117703110314,0.0,0.05175842185021869_1.0_-1;
-6.626685818554788,0.0,56.845039213880995_-2.066855793767087E-4,0.0,0.009971811505112364_1836.15_1;6.62668581855571,0.0,56.84503921388494_2.066855793770067E-4,0.0,0.009971811505113077_1836.15_1;-246.0088191537075,0.0,302.8927474450143_-0.044884042208433596,0.0,0.0517583048903332_1.0_-1;246.00881915200492,0.0,302.8927474136037_0.04488404220788474,0.0,0.05175830488431144_1.0_-1;
-6.626892535140545,0.0,56.855011025449784_-2.0671658575719846E-4,0.0,0.009971811568791225_1836.15_1;6.626892535141467,0.0,56.85501102545373_2.0671658575749648E-4,0.0,0.009971811568791938_1836.15_1;-246.05370312044602,0.0,302.94450563298074_-0.044883966738531324,0.0,0.051758187966390125_1.0_-1;246.0537031187429,0.0,302.94450560156406_0.04488396673798245,0.0,0.05175818796036836_1.0_-1;
-6.6270992827307476,0.0,56.86498283708223_-2.067475902029785E-4,0.0,0.009971811632447244_1836.15_1;6.62709928273167,0.0,56.864982837086174_2.0674759020327651E-4,0.0,0.009971811632447957_1836.15_1;-246.09858701173997,0.0,302.99626370406514_-0.04488389129393957,0.0,0.051758071084388575_1.0_-1;246.09858701003628,0.0,302.99626367264244_0.044883891293390675,0.0,0.051758071078366795_1.0_-1;
-6.627306061323462,0.0,56.87495464877831_-2.0677859271393996E-4,0.0,0.009971811696080435_1836.15_1;6.627306061324385,0.0,56.87495464878226_2.0677859271423803E-4,0.0,0.009971811696081148_1836.15_1;-246.1434708276146,0.0,303.04802165830944_-0.044883815874645586,0.0,0.05175795424430592_1.0_-1;246.14347082591038,0.0,303.0480216268807_0.04488381587409667,0.0,0.05175795423828413_1.0_-1;
-6.6275128709167515,0.0,56.884926460538004_-2.0680959328997416E-4,0.0,0.009971811759690809_1836.15_1;6.627512870917675,0.0,56.88492646054195_2.0680959329027226E-4,0.0,0.009971811759691522_1836.15_1;-246.18835456809524,0.0,303.09977949575557_-0.04488374048063663,0.0,0.051757837446119545_1.0_-1;246.18835456639047,0.0,303.0997794643208_0.0448837404800877,0.0,0.05175783744009775_1.0_-1;
-6.627719711508682,0.0,56.89489827236128_-2.068405919309724E-4,0.0,0.009971811823278377_1836.15_1;6.627719711509607,0.0,56.894898272365225_2.068405919312705E-4,0.0,0.00997181182327909_1836.15_1;-246.23323823320715,0.0,303.1515372164454_-0.04488366511189997,0.0,0.05175772068980686_1.0_-1;246.23323823150182,0.0,303.1515371850046_0.04488366511135102,0.0,0.05175772068378506_1.0_-1;
-6.627926583097319,0.0,56.904870084248124_-2.068715886368261E-4,0.0,0.009971811886843152_1836.15_1;6.627926583098244,0.0,56.90487008425207_2.0687158863712422E-4,0.0,0.009971811886843865_1836.15_1;-246.27812182297558,0.0,303.2032948204207_-0.044883589768422896,0.0,0.05175760397534528_1.0_-1;246.27812182126968,0.0,303.20329478897395_0.044883589767873926,0.0,0.05175760396932348_1.0_-1;
-6.628133485680727,0.0,56.91484189619851_-2.0690258340742672E-4,0.0,0.009971811950385146_1836.15_1;6.628133485681651,0.0,56.914841896202454_2.0690258340772485E-4,0.0,0.009971811950385859_1836.15_1;-246.32300533742577,0.0,303.2550523077234_-0.04488351445019269,0.0,0.051757487302712256_1.0_-1;246.32300533571933,0.0,303.25505227627065_0.04488351444964369,0.0,0.051757487296690455_1.0_-1;
-6.628340419256969,0.0,56.92481370821241_-2.0693357624266583E-4,0.0,0.00997181201390437_1836.15_1;6.628340419257895,0.0,56.924813708216355_2.0693357624296396E-4,0.0,0.009971812013905084_1836.15_1;-246.36788877658296,0.0,303.3068096783953_-0.04488343915719664,0.0,0.05175737067188523_1.0_-1;246.36788877487598,0.0,303.30680964693653_0.044883439156647616,0.0,0.051757370665863424_1.0_-1;
-6.628547383824111,0.0,56.934785520289815_-2.0696456714243509E-4,0.0,0.009971812077400841_1836.15_1;6.628547383825038,0.0,56.93478552029376_2.0696456714273321E-4,0.0,0.009971812077401554_1836.15_1;-246.41277214047238,0.0,303.35856693247814_-0.04488336388942205,0.0,0.05175725408284168_1.0_-1;246.41277213876486,0.0,303.3585669010134_0.044883363888873005,0.0,0.051757254076819866_1.0_-1;
